substitution_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,going_off,coming_on
S-0001,M-1970-01,T-72,P-60181,46',46,0,second half,1,0
S-0002,M-1970-01,T-72,P-59828,46',46,0,second half,0,1
S-0003,M-1970-01,T-72,P-43733,66',66,0,second half,1,0
S-0004,M-1970-01,T-72,P-98262,66',66,0,second half,0,1
S-0005,M-1970-01,T-46,P-32657,67',67,0,second half,1,0
S-0006,M-1970-01,T-46,P-96873,67',67,0,second half,0,1
S-0007,M-1970-02,T-84,P-47892,12',12,0,first half,1,0
S-0008,M-1970-02,T-84,P-82186,12',12,0,first half,0,1
S-0009,M-1970-02,T-40,P-86314,46',46,0,second half,1,0
S-0010,M-1970-02,T-40,P-08449,46',46,0,second half,0,1
S-0011,M-1970-02,T-40,P-37385,57',57,0,second half,1,0
S-0012,M-1970-02,T-40,P-60216,57',57,0,second half,0,1
S-0013,M-1970-03,T-28,P-79568,51',51,0,second half,1,0
S-0014,M-1970-03,T-28,P-22176,51',51,0,second half,0,1
S-0015,M-1970-03,T-61,P-21011,73',73,0,second half,1,0
S-0016,M-1970-03,T-61,P-50489,73',73,0,second half,0,1
S-0017,M-1970-03,T-28,P-88728,75',75,0,second half,1,0
S-0018,M-1970-03,T-28,P-11917,75',75,0,second half,0,1
S-0019,M-1970-04,T-56,P-30953,29',29,0,first half,1,0
S-0020,M-1970-04,T-56,P-38889,29',29,0,first half,0,1
S-0021,M-1970-04,T-56,P-64457,51',51,0,second half,1,0
S-0022,M-1970-04,T-56,P-49357,51',51,0,second half,0,1
S-0023,M-1970-04,T-10,P-02372,59',59,0,second half,1,0
S-0024,M-1970-04,T-10,P-28376,59',59,0,second half,0,1
S-0025,M-1970-04,T-10,P-63835,73',73,0,second half,1,0
S-0026,M-1970-04,T-10,P-72803,73',73,0,second half,0,1
S-0027,M-1970-05,T-27,P-98965,67',67,0,second half,1,0
S-0028,M-1970-05,T-27,P-54377,67',67,0,second half,0,1
S-0029,M-1970-05,T-06,P-67478,79',79,0,second half,1,0
S-0030,M-1970-05,T-06,P-42364,79',79,0,second half,0,1
S-0031,M-1970-05,T-27,P-83098,80',80,0,second half,1,0
S-0032,M-1970-05,T-27,P-86181,80',80,0,second half,0,1
S-0033,M-1970-06,T-41,P-77413,37',37,0,first half,1,0
S-0034,M-1970-06,T-41,P-45085,37',37,0,first half,0,1
S-0035,M-1970-06,T-74,P-61735,68',68,0,second half,1,0
S-0036,M-1970-06,T-74,P-71589,68',68,0,second half,0,1
S-0037,M-1970-06,T-74,P-86931,80',80,0,second half,1,0
S-0038,M-1970-06,T-74,P-05872,80',80,0,second half,0,1
S-0039,M-1970-07,T-21,P-48978,46',46,0,second half,1,0
S-0040,M-1970-07,T-21,P-25708,46',46,0,second half,0,1
S-0041,M-1970-07,T-09,P-04354,62',62,0,second half,1,0
S-0042,M-1970-07,T-09,P-65181,62',62,0,second half,0,1
S-0043,M-1970-07,T-21,P-33536,75',75,0,second half,1,0
S-0044,M-1970-07,T-21,P-37315,75',75,0,second half,0,1
S-0045,M-1970-08,T-86,P-12272,46',46,0,second half,1,0
S-0046,M-1970-08,T-86,P-48733,46',46,0,second half,0,1
S-0047,M-1970-08,T-47,P-85379,56',56,0,second half,1,0
S-0048,M-1970-08,T-47,P-98667,56',56,0,second half,0,1
S-0049,M-1970-08,T-47,P-55928,72',72,0,second half,1,0
S-0050,M-1970-08,T-47,P-89897,72',72,0,second half,0,1
S-0051,M-1970-08,T-86,P-28162,77',77,0,second half,1,0
S-0052,M-1970-08,T-86,P-12863,77',77,0,second half,0,1
S-0053,M-1970-09,T-72,P-17002,34',34,0,first half,1,0
S-0054,M-1970-09,T-72,P-52906,34',34,0,first half,0,1
S-0055,M-1970-09,T-72,P-70748,73',73,0,second half,1,0
S-0056,M-1970-09,T-72,P-79846,73',73,0,second half,0,1
S-0057,M-1970-10,T-41,P-67671,46',46,0,second half,1,0
S-0058,M-1970-10,T-41,P-05329,46',46,0,second half,0,1
S-0059,M-1970-10,T-84,P-51410,70',70,0,second half,1,0
S-0060,M-1970-10,T-84,P-02662,70',70,0,second half,0,1
S-0061,M-1970-11,T-21,P-94047,46',46,0,second half,1,0
S-0062,M-1970-11,T-21,P-34289,46',46,0,second half,0,1
S-0063,M-1970-11,T-61,P-09236,69',69,0,second half,1,0
S-0064,M-1970-11,T-21,P-31552,69',69,0,second half,1,0
S-0065,M-1970-11,T-61,P-21011,69',69,0,second half,0,1
S-0066,M-1970-11,T-21,P-33536,69',69,0,second half,0,1
S-0067,M-1970-11,T-61,P-26224,81',81,0,second half,1,0
S-0068,M-1970-11,T-61,P-03154,81',81,0,second half,0,1
S-0069,M-1970-12,T-56,P-39336,56',56,0,second half,1,0
S-0070,M-1970-12,T-56,P-96893,56',56,0,second half,0,1
S-0071,M-1970-12,T-47,P-20578,66',66,0,second half,1,0
S-0072,M-1970-12,T-47,P-75161,66',66,0,second half,0,1
S-0073,M-1970-12,T-56,P-03607,76',76,0,second half,1,0
S-0074,M-1970-12,T-56,P-51451,76',76,0,second half,0,1
S-0075,M-1970-12,T-47,P-45308,81',81,0,second half,1,0
S-0076,M-1970-12,T-47,P-50217,81',81,0,second half,0,1
S-0077,M-1970-13,T-46,P-55734,46',46,0,second half,1,0
S-0078,M-1970-13,T-46,P-56971,46',46,0,second half,0,1
S-0079,M-1970-13,T-27,P-24464,58',58,0,second half,1,0
S-0080,M-1970-13,T-27,P-55432,58',58,0,second half,0,1
S-0081,M-1970-13,T-27,P-54377,68',68,0,second half,1,0
S-0082,M-1970-13,T-27,P-58367,68',68,0,second half,0,1
S-0083,M-1970-13,T-46,P-56971,76',76,0,second half,1,0
S-0084,M-1970-13,T-46,P-64207,76',76,0,second half,0,1
S-0085,M-1970-14,T-40,P-60216,51',51,0,second half,1,0
S-0086,M-1970-14,T-40,P-91215,51',51,0,second half,0,1
S-0087,M-1970-14,T-74,P-61494,75',75,0,second half,1,0
S-0088,M-1970-14,T-74,P-31050,75',75,0,second half,0,1
S-0089,M-1970-15,T-28,P-08601,63',63,0,second half,1,0
S-0090,M-1970-15,T-28,P-88728,63',63,0,second half,1,0
S-0091,M-1970-15,T-28,P-77223,63',63,0,second half,0,1
S-0092,M-1970-15,T-28,P-27328,63',63,0,second half,0,1
S-0093,M-1970-15,T-09,P-53202,68',68,0,second half,1,0
S-0094,M-1970-15,T-09,P-97113,68',68,0,second half,0,1
S-0095,M-1970-16,T-10,P-06520,46',46,0,second half,1,0
S-0096,M-1970-16,T-10,P-27243,46',46,0,second half,0,1
S-0097,M-1970-16,T-86,P-12863,58',58,0,second half,1,0
S-0098,M-1970-16,T-10,P-66746,58',58,0,second half,1,0
S-0099,M-1970-16,T-86,P-48733,58',58,0,second half,0,1
S-0100,M-1970-16,T-10,P-53019,58',58,0,second half,0,1
S-0101,M-1970-16,T-86,P-72864,72',72,0,second half,1,0
S-0102,M-1970-16,T-86,P-11099,72',72,0,second half,0,1
S-0103,M-1970-17,T-72,P-59828,46',46,0,second half,1,0
S-0104,M-1970-17,T-72,P-72049,46',46,0,second half,0,1
S-0105,M-1970-17,T-72,P-79846,81',81,0,second half,1,0
S-0106,M-1970-17,T-72,P-33189,81',81,0,second half,0,1
S-0107,M-1970-17,T-27,P-10096,82',82,0,second half,1,0
S-0108,M-1970-17,T-27,P-24464,82',82,0,second half,0,1
S-0109,M-1970-17,T-27,P-83098,86',86,0,second half,1,0
S-0110,M-1970-17,T-27,P-86181,86',86,0,second half,0,1
S-0111,M-1970-18,T-74,P-73517,58',58,0,second half,1,0
S-0112,M-1970-18,T-74,P-00746,58',58,0,second half,0,1
S-0113,M-1970-18,T-84,P-99710,61',61,0,second half,1,0
S-0114,M-1970-18,T-84,P-48169,61',61,0,second half,0,1
S-0115,M-1970-18,T-74,P-05872,84',84,0,second half,1,0
S-0116,M-1970-18,T-74,P-37575,84',84,0,second half,0,1
S-0117,M-1970-19,T-61,P-26945,27',27,0,first half,1,0
S-0118,M-1970-19,T-61,P-04931,27',27,0,first half,0,1
S-0119,M-1970-19,T-09,P-27277,60',60,0,second half,1,0
S-0120,M-1970-19,T-09,P-15663,60',60,0,second half,0,1
S-0121,M-1970-19,T-61,P-51434,72',72,0,second half,1,0
S-0122,M-1970-19,T-61,P-21011,72',72,0,second half,0,1
S-0123,M-1970-19,T-09,P-14923,74',74,0,second half,1,0
S-0124,M-1970-19,T-09,P-49805,74',74,0,second half,0,1
S-0125,M-1970-20,T-86,P-28162,46',46,0,second half,1,0
S-0126,M-1970-20,T-86,P-83141,46',46,0,second half,0,1
S-0127,M-1970-20,T-56,P-83669,56',56,0,second half,1,0
S-0128,M-1970-20,T-56,P-51451,56',56,0,second half,0,1
S-0129,M-1970-20,T-56,P-19550,72',72,0,second half,1,0
S-0130,M-1970-20,T-56,P-96893,72',72,0,second half,0,1
S-0131,M-1970-20,T-86,P-62529,75',75,0,second half,1,0
S-0132,M-1970-20,T-86,P-48733,75',75,0,second half,0,1
S-0133,M-1970-21,T-46,P-07812,46',46,0,second half,1,0
S-0134,M-1970-21,T-46,P-64207,46',46,0,second half,0,1
S-0135,M-1970-21,T-06,P-42364,65',65,0,second half,1,0
S-0136,M-1970-21,T-06,P-89771,65',65,0,second half,0,1
S-0137,M-1970-22,T-41,P-67671,46',46,0,second half,1,0
S-0138,M-1970-22,T-40,P-95869,46',46,0,second half,1,0
S-0139,M-1970-22,T-41,P-62214,46',46,0,second half,0,1
S-0140,M-1970-22,T-40,P-37385,46',46,0,second half,0,1
S-0141,M-1970-23,T-28,P-08601,65',65,0,second half,1,0
S-0142,M-1970-23,T-28,P-27328,65',65,0,second half,1,0
S-0143,M-1970-23,T-28,P-22841,65',65,0,second half,0,1
S-0144,M-1970-23,T-28,P-11917,65',65,0,second half,0,1
S-0145,M-1970-23,T-21,P-31552,72',72,0,second half,1,0
S-0146,M-1970-23,T-21,P-90487,72',72,0,second half,0,1
S-0147,M-1970-24,T-10,P-59856,42',42,0,first half,1,0
S-0148,M-1970-24,T-10,P-19802,42',42,0,first half,0,1
S-0149,M-1970-24,T-47,P-55928,46',46,0,second half,1,0
S-0150,M-1970-24,T-47,P-15207,46',46,0,second half,0,1
S-0151,M-1970-24,T-10,P-22594,50',50,0,second half,1,0
S-0152,M-1970-24,T-10,P-63835,50',50,0,second half,0,1
S-0153,M-1970-24,T-47,P-50217,74',74,0,second half,1,0
S-0154,M-1970-24,T-47,P-89897,74',74,0,second half,0,1
S-0155,M-1970-25,T-56,P-64457,54',54,0,second half,1,0
S-0156,M-1970-25,T-56,P-49357,54',54,0,second half,0,1
S-0157,M-1970-25,T-56,P-83669,61',61,0,second half,1,0
S-0158,M-1970-25,T-56,P-17652,61',61,0,second half,0,1
S-0159,M-1970-25,T-09,P-04354,67',67,0,second half,1,0
S-0160,M-1970-25,T-09,P-65181,67',67,0,second half,0,1
S-0161,M-1970-25,T-09,P-77430,80',80,0,second half,1,0
S-0162,M-1970-25,T-09,P-97113,80',80,0,second half,0,1
S-0163,M-1970-26,T-41,P-91195,46',46,0,second half,1,0
S-0164,M-1970-26,T-41,P-62214,46',46,0,second half,0,1
S-0165,M-1970-26,T-46,P-96873,60',60,0,second half,1,0
S-0166,M-1970-26,T-46,P-05631,60',60,0,second half,0,1
S-0167,M-1970-26,T-46,P-13602,68',68,0,second half,1,0
S-0168,M-1970-26,T-46,P-55734,68',68,0,second half,0,1
S-0169,M-1970-26,T-41,P-67671,84',84,0,second half,1,0
S-0170,M-1970-26,T-41,P-86117,84',84,0,second half,0,1
S-0171,M-1970-27,T-72,P-33189,71',71,0,second half,1,0
S-0172,M-1970-27,T-72,P-79846,71',71,0,second half,0,1
S-0173,M-1970-27,T-72,P-90524,86',86,0,second half,1,0
S-0174,M-1970-27,T-72,P-70408,86',86,0,second half,0,1
S-0175,M-1970-27,T-84,P-93811,96',96,0,"extra time, first half",1,0
S-0176,M-1970-27,T-84,P-95376,96',96,0,"extra time, first half",0,1
S-0177,M-1970-27,T-84,P-48169,103',103,0,"extra time, first half",1,0
S-0178,M-1970-27,T-84,P-99710,103',103,0,"extra time, first half",0,1
S-0179,M-1970-28,T-86,P-28162,46',46,0,second half,1,0
S-0180,M-1970-28,T-86,P-77426,46',46,0,second half,0,1
S-0181,M-1970-28,T-86,P-62529,55',55,0,second half,1,0
S-0182,M-1970-28,T-86,P-48733,55',55,0,second half,0,1
S-0183,M-1970-28,T-28,P-08601,70',70,0,second half,1,0
S-0184,M-1970-28,T-28,P-77223,70',70,0,second half,0,1
S-0185,M-1970-28,T-28,P-34233,81',81,0,second half,1,0
S-0186,M-1970-28,T-28,P-70457,81',81,0,second half,0,1
S-0187,M-1970-29,T-84,P-40429,73',73,0,second half,1,0
S-0188,M-1970-29,T-84,P-99710,73',73,0,second half,0,1
S-0189,M-1970-30,T-41,P-91195,46',46,0,second half,1,0
S-0190,M-1970-30,T-41,P-62214,46',46,0,second half,0,1
S-0191,M-1970-30,T-86,P-12863,52',52,0,second half,1,0
S-0192,M-1970-30,T-86,P-62529,52',52,0,second half,0,1
S-0193,M-1970-30,T-86,P-93072,66',66,0,second half,1,0
S-0194,M-1970-30,T-86,P-86276,66',66,0,second half,0,1
S-0195,M-1970-30,T-41,P-45085,91',91,0,"extra time, first half",1,0
S-0196,M-1970-30,T-41,P-56668,91',91,0,"extra time, first half",0,1
S-0197,M-1970-31,T-86,P-93072,46',46,0,second half,1,0
S-0198,M-1970-31,T-84,P-48169,46',46,0,second half,1,0
S-0199,M-1970-31,T-86,P-86015,46',46,0,second half,0,1
S-0200,M-1970-31,T-84,P-99710,46',46,0,second half,0,1
S-0201,M-1970-31,T-84,P-40429,67',67,0,second half,1,0
S-0202,M-1970-31,T-84,P-90366,67',67,0,second half,0,1
S-0203,M-1970-31,T-86,P-62529,73',73,0,second half,1,0
S-0204,M-1970-31,T-86,P-12863,73',73,0,second half,0,1
S-0205,M-1970-32,T-41,P-72033,75',75,0,second half,1,0
S-0206,M-1970-32,T-41,P-68792,75',75,0,second half,0,1
S-0207,M-1970-32,T-41,P-92154,84',84,0,second half,1,0
S-0208,M-1970-32,T-41,P-62214,84',84,0,second half,0,1
S-0209,M-1974-02,T-86,P-60896,75',75,0,second half,1,0
S-0210,M-1974-02,T-86,P-35602,75',75,0,second half,0,1
S-0211,M-1974-02,T-13,P-39340,76',76,0,second half,1,0
S-0212,M-1974-02,T-13,P-54736,76',76,0,second half,0,1
S-0213,M-1974-02,T-13,P-23733,83',83,0,second half,1,0
S-0214,M-1974-02,T-13,P-73006,83',83,0,second half,0,1
S-0215,M-1974-03,T-24,P-08298,55',55,0,second half,1,0
S-0216,M-1974-03,T-24,P-57624,55',55,0,second half,0,1
S-0217,M-1974-04,T-88,P-27837,64',64,0,second half,1,0
S-0218,M-1974-04,T-88,P-87506,64',64,0,second half,0,1
S-0219,M-1974-04,T-64,P-68584,75',75,0,second half,1,0
S-0220,M-1974-04,T-64,P-27901,75',75,0,second half,0,1
S-0221,M-1974-04,T-88,P-49087,78',78,0,second half,1,0
S-0222,M-1974-04,T-88,P-38620,78',78,0,second half,0,1
S-0223,M-1974-05,T-74,P-73517,73',73,0,second half,1,0
S-0224,M-1974-05,T-10,P-66322,73',73,0,second half,1,0
S-0225,M-1974-05,T-74,P-02323,73',73,0,second half,0,1
S-0226,M-1974-05,T-10,P-90799,73',73,0,second half,0,1
S-0227,M-1974-05,T-10,P-74402,75',75,0,second half,1,0
S-0228,M-1974-05,T-10,P-95083,75',75,0,second half,0,1
S-0229,M-1974-06,T-84,P-81929,64',64,0,second half,1,0
S-0230,M-1974-06,T-84,P-82387,64',64,0,second half,0,1
S-0231,M-1974-07,T-34,P-58000,46',46,0,second half,1,0
S-0232,M-1974-07,T-34,P-50623,46',46,0,second half,0,1
S-0233,M-1974-07,T-41,P-74017,76',76,0,second half,1,0
S-0234,M-1974-07,T-41,P-32265,76',76,0,second half,0,1
S-0235,M-1974-08,T-03,P-79103,46',46,0,second half,1,0
S-0236,M-1974-08,T-03,P-04739,46',46,0,second half,0,1
S-0237,M-1974-08,T-03,P-56518,67',67,0,second half,1,0
S-0238,M-1974-08,T-03,P-68438,67',67,0,second half,0,1
S-0239,M-1974-08,T-57,P-92867,70',70,0,second half,1,0
S-0240,M-1974-08,T-57,P-58729,70',70,0,second half,0,1
S-0241,M-1974-08,T-57,P-20188,85',85,0,second half,1,0
S-0242,M-1974-08,T-57,P-07479,85',85,0,second half,0,1
S-0243,M-1974-09,T-04,P-33066,45',45,0,first half,1,0
S-0244,M-1974-09,T-04,P-22858,45',45,0,first half,0,1
S-0245,M-1974-09,T-86,P-79006,46',46,0,second half,1,0
S-0246,M-1974-09,T-86,P-35602,46',46,0,second half,0,1
S-0247,M-1974-09,T-04,P-37148,61',61,0,second half,1,0
S-0248,M-1974-09,T-04,P-71410,61',61,0,second half,0,1
S-0249,M-1974-09,T-86,P-44313,67',67,0,second half,1,0
S-0250,M-1974-09,T-86,P-89257,67',67,0,second half,0,1
S-0251,M-1974-10,T-24,P-04924,29',29,0,first half,1,0
S-0252,M-1974-10,T-24,P-62195,29',29,0,first half,0,1
S-0253,M-1974-10,T-13,P-39340,46',46,0,second half,1,0
S-0254,M-1974-10,T-13,P-27288,46',46,0,second half,0,1
S-0255,M-1974-10,T-13,P-28298,67',67,0,second half,1,0
S-0256,M-1974-10,T-13,P-46424,67',67,0,second half,0,1
S-0257,M-1974-10,T-24,P-53970,72',72,0,second half,1,0
S-0258,M-1974-10,T-24,P-87788,72',72,0,second half,0,1
S-0259,M-1974-11,T-09,P-50358,65',65,0,second half,1,0
S-0260,M-1974-11,T-09,P-07188,65',65,0,second half,0,1
S-0261,M-1974-12,T-88,P-49497,21',21,0,first half,1,0
S-0262,M-1974-12,T-88,P-71914,21',21,0,first half,0,1
S-0263,M-1974-12,T-88,P-11236,45',45,0,first half,1,0
S-0264,M-1974-12,T-88,P-27837,45',45,0,first half,0,1
S-0265,M-1974-13,T-10,P-45469,59',59,0,second half,1,0
S-0266,M-1974-13,T-10,P-95083,59',59,0,second half,0,1
S-0267,M-1974-13,T-84,P-11707,62',62,0,second half,1,0
S-0268,M-1974-13,T-84,P-32274,62',62,0,second half,0,1
S-0269,M-1974-13,T-84,P-13110,73',73,0,second half,1,0
S-0270,M-1974-13,T-84,P-35067,73',73,0,second half,0,1
S-0271,M-1974-14,T-74,P-88425,61',61,0,second half,1,0
S-0272,M-1974-14,T-74,P-61494,61',61,0,second half,0,1
S-0273,M-1974-14,T-48,P-65100,73',73,0,second half,1,0
S-0274,M-1974-14,T-48,P-43188,73',73,0,second half,0,1
S-0275,M-1974-14,T-74,P-96792,75',75,0,second half,1,0
S-0276,M-1974-14,T-74,P-82719,75',75,0,second half,0,1
S-0277,M-1974-15,T-03,P-90840,60',60,0,second half,1,0
S-0278,M-1974-15,T-03,P-64046,60',60,0,second half,0,1
S-0279,M-1974-15,T-41,P-72137,66',66,0,second half,1,0
S-0280,M-1974-15,T-41,P-62214,66',66,0,second half,1,0
S-0281,M-1974-15,T-41,P-97066,66',66,0,second half,0,1
S-0282,M-1974-15,T-41,P-44349,66',66,0,second half,0,1
S-0283,M-1974-15,T-03,P-82033,78',78,0,second half,1,0
S-0284,M-1974-15,T-03,P-16804,78',78,0,second half,0,1
S-0285,M-1974-16,T-34,P-67450,37',37,0,first half,1,0
S-0286,M-1974-16,T-34,P-50623,37',37,0,first half,0,1
S-0287,M-1974-16,T-34,P-28638,46',46,0,second half,1,0
S-0288,M-1974-16,T-34,P-11430,46',46,0,second half,0,1
S-0289,M-1974-16,T-57,P-65840,65',65,0,second half,1,0
S-0290,M-1974-16,T-57,P-07479,65',65,0,second half,0,1
S-0291,M-1974-16,T-57,P-39234,71',71,0,second half,1,0
S-0292,M-1974-16,T-57,P-17846,71',71,0,second half,0,1
S-0293,M-1974-17,T-13,P-39340,57',57,0,second half,1,0
S-0294,M-1974-17,T-13,P-46424,57',57,0,second half,0,1
S-0295,M-1974-17,T-04,P-31090,65',65,0,second half,1,0
S-0296,M-1974-17,T-04,P-71410,65',65,0,second half,0,1
S-0297,M-1974-17,T-13,P-54736,72',72,0,second half,1,0
S-0298,M-1974-17,T-13,P-27288,72',72,0,second half,0,1
S-0299,M-1974-17,T-04,P-39161,83',83,0,second half,1,0
S-0300,M-1974-17,T-04,P-90391,83',83,0,second half,0,1
S-0301,M-1974-18,T-64,P-68584,65',65,0,second half,1,0
S-0302,M-1974-18,T-64,P-27901,65',65,0,second half,0,1
S-0303,M-1974-18,T-87,P-74389,70',70,0,second half,1,0
S-0304,M-1974-18,T-87,P-80725,70',70,0,second half,0,1
S-0305,M-1974-19,T-09,P-50358,12',12,0,first half,1,0
S-0306,M-1974-19,T-09,P-89117,12',12,0,first half,0,1
S-0307,M-1974-19,T-09,P-02965,61',61,0,second half,1,0
S-0308,M-1974-19,T-09,P-01779,61',61,0,second half,0,1
S-0309,M-1974-19,T-88,P-49087,62',62,0,second half,1,0
S-0310,M-1974-19,T-88,P-01597,62',62,0,second half,0,1
S-0311,M-1974-19,T-88,P-92929,81',81,0,second half,1,0
S-0312,M-1974-19,T-88,P-87506,81',81,0,second half,0,1
S-0313,M-1974-20,T-24,P-46189,65',65,0,second half,1,0
S-0314,M-1974-20,T-24,P-73193,65',65,0,second half,0,1
S-0315,M-1974-20,T-86,P-66174,68',68,0,second half,1,0
S-0316,M-1974-20,T-86,P-28162,68',68,0,second half,0,1
S-0317,M-1974-20,T-86,P-60896,69',69,0,second half,1,0
S-0318,M-1974-20,T-86,P-66405,69',69,0,second half,0,1
S-0319,M-1974-21,T-10,P-80628,45',45,0,first half,1,0
S-0320,M-1974-21,T-10,P-95083,45',45,0,first half,0,1
S-0321,M-1974-21,T-48,P-65100,46',46,0,second half,1,0
S-0322,M-1974-21,T-48,P-74745,46',46,0,second half,0,1
S-0323,M-1974-21,T-10,P-66322,55',55,0,second half,1,0
S-0324,M-1974-21,T-10,P-77670,55',55,0,second half,0,1
S-0325,M-1974-21,T-48,P-16991,79',79,0,second half,1,0
S-0326,M-1974-21,T-48,P-43188,79',79,0,second half,0,1
S-0327,M-1974-22,T-84,P-61660,43',43,0,first half,1,0
S-0328,M-1974-22,T-84,P-81929,43',43,0,first half,0,1
S-0329,M-1974-22,T-84,P-13110,46',46,0,second half,1,0
S-0330,M-1974-22,T-84,P-32274,46',46,0,second half,0,1
S-0331,M-1974-22,T-74,P-02323,60',60,0,second half,1,0
S-0332,M-1974-22,T-74,P-30429,60',60,0,second half,0,1
S-0333,M-1974-22,T-74,P-73517,76',76,0,second half,1,0
S-0334,M-1974-22,T-74,P-52989,76',76,0,second half,0,1
S-0335,M-1974-23,T-34,P-14414,25',25,0,first half,1,0
S-0336,M-1974-23,T-34,P-52149,25',25,0,first half,0,1
S-0337,M-1974-23,T-03,P-35082,52',52,0,second half,1,0
S-0338,M-1974-23,T-34,P-58000,52',52,0,second half,1,0
S-0339,M-1974-23,T-03,P-26050,52',52,0,second half,0,1
S-0340,M-1974-23,T-34,P-16092,52',52,0,second half,0,1
S-0341,M-1974-23,T-03,P-04739,57',57,0,second half,1,0
S-0342,M-1974-23,T-03,P-79103,57',57,0,second half,0,1
S-0343,M-1974-24,T-41,P-42540,33',33,0,first half,1,0
S-0344,M-1974-24,T-41,P-97066,33',33,0,first half,0,1
S-0345,M-1974-24,T-41,P-74017,46',46,0,second half,1,0
S-0346,M-1974-24,T-41,P-92154,46',46,0,second half,0,1
S-0347,M-1974-24,T-57,P-92867,78',78,0,second half,1,0
S-0348,M-1974-24,T-57,P-07479,78',78,0,second half,0,1
S-0349,M-1974-25,T-86,P-89257,73',73,0,second half,1,0
S-0350,M-1974-25,T-86,P-92173,73',73,0,second half,0,1
S-0351,M-1974-25,T-86,P-35602,78',78,0,second half,1,0
S-0352,M-1974-25,T-86,P-15681,78',78,0,second half,0,1
S-0353,M-1974-25,T-87,P-26214,84',84,0,second half,1,0
S-0354,M-1974-25,T-87,P-88088,84',84,0,second half,1,0
S-0355,M-1974-25,T-87,P-46434,84',84,0,second half,0,1
S-0356,M-1974-25,T-87,P-27514,84',84,0,second half,0,1
S-0357,M-1974-26,T-24,P-73193,46',46,0,second half,1,0
S-0358,M-1974-26,T-24,P-46189,46',46,0,second half,0,1
S-0359,M-1974-26,T-24,P-73521,64',64,0,second half,1,0
S-0360,M-1974-26,T-24,P-08298,64',64,0,second half,0,1
S-0361,M-1974-27,T-03,P-90840,46',46,0,second half,1,0
S-0362,M-1974-27,T-03,P-04739,46',46,0,second half,1,0
S-0363,M-1974-27,T-03,P-64046,46',46,0,second half,0,1
S-0364,M-1974-27,T-03,P-35082,46',46,0,second half,0,1
S-0365,M-1974-27,T-48,P-45370,84',84,0,second half,1,0
S-0366,M-1974-27,T-48,P-74745,84',84,0,second half,0,1
S-0367,M-1974-28,T-74,P-90911,60',60,0,second half,1,0
S-0368,M-1974-28,T-74,P-33030,60',60,0,second half,0,1
S-0369,M-1974-28,T-57,P-92867,62',62,0,second half,1,0
S-0370,M-1974-28,T-57,P-26520,62',62,0,second half,0,1
S-0371,M-1974-28,T-74,P-88425,80',80,0,second half,1,0
S-0372,M-1974-28,T-74,P-30429,80',80,0,second half,0,1
S-0373,M-1974-29,T-03,P-16060,46',46,0,second half,1,0
S-0374,M-1974-29,T-03,P-35082,46',46,0,second half,1,0
S-0375,M-1974-29,T-03,P-37370,46',46,0,second half,0,1
S-0376,M-1974-29,T-03,P-04739,46',46,0,second half,0,1
S-0377,M-1974-30,T-24,P-08298,54',54,0,second half,1,0
S-0378,M-1974-30,T-24,P-62195,54',54,0,second half,0,1
S-0379,M-1974-30,T-24,P-73521,64',64,0,second half,1,0
S-0380,M-1974-30,T-24,P-87788,64',64,0,second half,0,1
S-0381,M-1974-31,T-87,P-26214,16',16,0,first half,1,0
S-0382,M-1974-31,T-87,P-27514,16',16,0,first half,0,1
S-0383,M-1974-31,T-57,P-92867,57',57,0,second half,1,0
S-0384,M-1974-31,T-57,P-07479,57',57,0,second half,0,1
S-0385,M-1974-31,T-57,P-29548,80',80,0,second half,1,0
S-0386,M-1974-31,T-57,P-58729,80',80,0,second half,0,1
S-0387,M-1974-31,T-87,P-46434,81',81,0,second half,1,0
S-0388,M-1974-31,T-87,P-43672,81',81,0,second half,0,1
S-0389,M-1974-32,T-74,P-86931,32',32,0,first half,1,0
S-0390,M-1974-32,T-74,P-71589,32',32,0,first half,0,1
S-0391,M-1974-32,T-86,P-89218,64',64,0,second half,1,0
S-0392,M-1974-32,T-86,P-48733,64',64,0,second half,0,1
S-0393,M-1974-32,T-86,P-35602,83',83,0,second half,1,0
S-0394,M-1974-32,T-86,P-15681,83',83,0,second half,0,1
S-0395,M-1974-33,T-57,P-97548,80',80,0,second half,1,0
S-0396,M-1974-33,T-57,P-65840,80',80,0,second half,1,0
S-0397,M-1974-33,T-57,P-07479,80',80,0,second half,0,1
S-0398,M-1974-33,T-57,P-26520,80',80,0,second half,0,1
S-0399,M-1974-34,T-24,P-08298,65',65,0,second half,1,0
S-0400,M-1974-34,T-24,P-53970,65',65,0,second half,0,1
S-0401,M-1974-34,T-24,P-91963,80',80,0,second half,1,0
S-0402,M-1974-34,T-24,P-62195,80',80,0,second half,0,1
S-0403,M-1974-35,T-09,P-65181,61',61,0,second half,1,0
S-0404,M-1974-35,T-09,P-01779,61',61,0,second half,0,1
S-0405,M-1974-35,T-48,P-63266,67',67,0,second half,1,0
S-0406,M-1974-35,T-48,P-43188,67',67,0,second half,0,1
S-0407,M-1974-35,T-48,P-16991,85',85,0,second half,1,0
S-0408,M-1974-35,T-48,P-74745,85',85,0,second half,0,1
S-0409,M-1974-36,T-87,P-43672,70',70,0,second half,1,0
