substitution_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,going_off,coming_on
S-1006,M-1986-04,T-71,P-45849,23',23,0,first half,0,1
S-1007,M-1986-04,T-71,P-53955,46',46,0,second half,1,0
S-1008,M-1986-04,T-71,P-50938,46',46,0,second half,0,1
S-1009,M-1986-04,T-03,P-12666,74',74,0,second half,1,0
S-1010,M-1986-04,T-03,P-98697,74',74,0,second half,0,1
S-1011,M-1986-04,T-03,P-22408,75',75,0,second half,1,0
S-1012,M-1986-04,T-03,P-46907,75',75,0,second half,0,1
S-1013,M-1986-05,T-36,P-77817,13',13,0,first half,1,0
S-1014,M-1986-05,T-36,P-13416,13',13,0,first half,0,1
S-1015,M-1986-05,T-36,P-15144,62',62,0,second half,1,0
S-1016,M-1986-05,T-36,P-52793,62',62,0,second half,0,1
S-1017,M-1986-05,T-72,P-10855,69',69,0,second half,1,0
S-1018,M-1986-05,T-72,P-05562,69',69,0,second half,0,1
S-1019,M-1986-05,T-72,P-33328,72',72,0,second half,1,0
S-1020,M-1986-05,T-72,P-12978,72',72,0,second half,0,1
S-1021,M-1986-06,T-57,P-07710,46',46,0,second half,1,0
S-1022,M-1986-06,T-57,P-31117,46',46,0,second half,0,1
S-1023,M-1986-06,T-57,P-17582,56',56,0,second half,1,0
S-1024,M-1986-06,T-57,P-83573,56',56,0,second half,0,1
S-1025,M-1986-06,T-47,P-37917,87',87,0,second half,1,0
S-1026,M-1986-06,T-47,P-40996,87',87,0,second half,0,1
S-1027,M-1986-06,T-47,P-04834,88',88,0,second half,1,0
S-1028,M-1986-06,T-47,P-21024,88',88,0,second half,0,1
S-1029,M-1986-07,T-06,P-13042,60',60,0,second half,1,0
S-1030,M-1986-07,T-06,P-47038,60',60,0,second half,0,1
S-1031,M-1986-07,T-06,P-06736,66',66,0,second half,1,0
S-1032,M-1986-07,T-06,P-95299,66',66,0,second half,0,1
S-1033,M-1986-07,T-46,P-62984,69',69,0,second half,1,0
S-1034,M-1986-07,T-46,P-19791,69',69,0,second half,0,1
S-1035,M-1986-07,T-46,P-85837,79',79,0,second half,1,0
S-1036,M-1986-07,T-46,P-83744,79',79,0,second half,0,1
S-1037,M-1986-08,T-01,P-45774,33',33,0,first half,1,0
S-1038,M-1986-08,T-01,P-85018,33',33,0,first half,0,1
S-1039,M-1986-08,T-52,P-84808,67',67,0,second half,1,0
S-1040,M-1986-08,T-52,P-88012,67',67,0,second half,0,1
S-1041,M-1986-08,T-01,P-42885,71',71,0,second half,1,0
S-1042,M-1986-08,T-01,P-59774,71',71,0,second half,0,1
S-1043,M-1986-08,T-52,P-62599,81',81,0,second half,1,0
S-1044,M-1986-08,T-52,P-74529,81',81,0,second half,0,1
S-1045,M-1986-09,T-58,P-31762,73',73,0,second half,1,0
S-1046,M-1986-09,T-58,P-10440,73',73,0,second half,0,1
S-1047,M-1986-09,T-28,P-02675,80',80,0,second half,1,0
S-1048,M-1986-09,T-28,P-19351,80',80,0,second half,1,0
S-1049,M-1986-09,T-28,P-78807,80',80,0,second half,0,1
S-1050,M-1986-09,T-28,P-18335,80',80,0,second half,0,1
S-1051,M-1986-09,T-58,P-88661,82',82,0,second half,1,0
S-1052,M-1986-09,T-58,P-03000,82',82,0,second half,0,1
S-1053,M-1986-10,T-39,P-97678,67',67,0,second half,1,0
S-1054,M-1986-10,T-39,P-88871,67',67,0,second half,0,1
S-1055,M-1986-10,T-39,P-76810,81',81,0,second half,1,0
S-1056,M-1986-10,T-39,P-57174,81',81,0,second half,0,1
S-1057,M-1986-10,T-55,P-97522,88',88,0,second half,1,0
S-1058,M-1986-10,T-55,P-37560,88',88,0,second half,0,1
S-1059,M-1986-11,T-86,P-67713,46',46,0,second half,1,0
S-1060,M-1986-11,T-86,P-89975,46',46,0,second half,0,1
S-1061,M-1986-11,T-84,P-38492,56',56,0,second half,1,0
S-1062,M-1986-11,T-84,P-66014,56',56,0,second half,0,1
S-1063,M-1986-11,T-86,P-49502,75',75,0,second half,1,0
S-1064,M-1986-11,T-86,P-59574,75',75,0,second half,0,1
S-1065,M-1986-11,T-84,P-68463,80',80,0,second half,1,0
S-1066,M-1986-11,T-84,P-97584,80',80,0,second half,0,1
S-1067,M-1986-12,T-64,P-15973,61',61,0,second half,1,0
S-1068,M-1986-12,T-64,P-31710,61',61,0,second half,0,1
S-1069,M-1986-12,T-64,P-46604,74',74,0,second half,1,0
S-1070,M-1986-12,T-22,P-00445,74',74,0,second half,1,0
S-1071,M-1986-12,T-64,P-65888,74',74,0,second half,0,1
S-1072,M-1986-12,T-22,P-46140,74',74,0,second half,0,1
S-1073,M-1986-12,T-22,P-21213,80',80,0,second half,1,0
S-1074,M-1986-12,T-22,P-49069,80',80,0,second half,0,1
S-1075,M-1986-13,T-03,P-22408,59',59,0,second half,1,0
S-1076,M-1986-13,T-03,P-46907,59',59,0,second half,0,1
S-1077,M-1986-13,T-41,P-66365,65',65,0,second half,1,0
S-1078,M-1986-13,T-41,P-81402,65',65,0,second half,0,1
S-1079,M-1986-13,T-03,P-45025,74',74,0,second half,1,0
S-1080,M-1986-13,T-03,P-70033,74',74,0,second half,0,1
S-1081,M-1986-13,T-41,P-32608,87',87,0,second half,1,0
S-1082,M-1986-13,T-41,P-55733,87',87,0,second half,0,1
S-1083,M-1986-14,T-72,P-27906,58',58,0,second half,1,0
S-1084,M-1986-14,T-72,P-03282,58',58,0,second half,0,1
S-1085,M-1986-14,T-72,P-33328,68',68,0,second half,1,0
S-1086,M-1986-14,T-72,P-05562,68',68,0,second half,0,1
S-1087,M-1986-14,T-30,P-31235,76',76,0,second half,1,0
S-1088,M-1986-14,T-30,P-12716,76',76,0,second half,0,1
S-1089,M-1986-14,T-30,P-79617,83',83,0,second half,1,0
S-1090,M-1986-14,T-30,P-93959,83',83,0,second half,0,1
S-1091,M-1986-15,T-71,P-66410,46',46,0,second half,1,0
S-1092,M-1986-15,T-10,P-99064,46',46,0,second half,1,0
S-1093,M-1986-15,T-71,P-19309,46',46,0,second half,0,1
S-1094,M-1986-15,T-10,P-08726,46',46,0,second half,0,1
S-1095,M-1986-15,T-10,P-76141,58',58,0,second half,1,0
S-1096,M-1986-15,T-10,P-73764,58',58,0,second half,0,1
S-1097,M-1986-15,T-71,P-45849,72',72,0,second half,1,0
S-1098,M-1986-15,T-71,P-53955,72',72,0,second half,0,1
S-1099,M-1986-16,T-36,P-13416,28',28,0,first half,1,0
S-1100,M-1986-16,T-36,P-77817,28',28,0,first half,0,1
S-1101,M-1986-16,T-12,P-78960,41',41,0,first half,1,0
S-1102,M-1986-16,T-12,P-05935,41',41,0,first half,0,1
S-1103,M-1986-16,T-12,P-73226,53',53,0,second half,1,0
S-1104,M-1986-16,T-12,P-92139,53',53,0,second half,0,1
S-1105,M-1986-16,T-36,P-99704,62',62,0,second half,1,0
S-1106,M-1986-16,T-36,P-52793,62',62,0,second half,0,1
S-1107,M-1986-17,T-09,P-33125,10',10,0,first half,1,0
S-1108,M-1986-17,T-09,P-35736,10',10,0,first half,0,1
S-1109,M-1986-17,T-09,P-19190,59',59,0,second half,1,0
S-1110,M-1986-17,T-09,P-60969,59',59,0,second half,0,1
S-1111,M-1986-17,T-01,P-40338,68',68,0,second half,1,0
S-1112,M-1986-17,T-01,P-68346,68',68,0,second half,0,1
S-1113,M-1986-17,T-01,P-59774,80',80,0,second half,1,0
S-1114,M-1986-17,T-01,P-42885,80',80,0,second half,0,1
S-1115,M-1986-18,T-28,P-02675,41',41,0,first half,1,0
S-1116,M-1986-18,T-28,P-78807,41',41,0,first half,0,1
S-1117,M-1986-18,T-47,P-40516,73',73,0,second half,1,0
S-1118,M-1986-18,T-47,P-74260,73',73,0,second half,0,1
S-1119,M-1986-18,T-28,P-65174,76',76,0,second half,1,0
S-1120,M-1986-18,T-28,P-49130,76',76,0,second half,0,1
S-1121,M-1986-18,T-47,P-87575,87',87,0,second half,1,0
S-1122,M-1986-18,T-47,P-40996,87',87,0,second half,0,1
S-1123,M-1986-19,T-46,P-62984,58',58,0,second half,1,0
S-1124,M-1986-19,T-46,P-19791,58',58,0,second half,0,1
S-1125,M-1986-19,T-55,P-97522,62',62,0,second half,1,0
S-1126,M-1986-19,T-55,P-37560,62',62,0,second half,0,1
S-1127,M-1986-19,T-46,P-85837,77',77,0,second half,1,0
S-1128,M-1986-19,T-46,P-83744,77',77,0,second half,0,1
S-1129,M-1986-19,T-55,P-13699,80',80,0,second half,1,0
S-1130,M-1986-19,T-55,P-74570,80',80,0,second half,0,1
S-1131,M-1986-20,T-52,P-84808,54',54,0,second half,1,0
S-1132,M-1986-20,T-73,P-19020,54',54,0,second half,1,0
S-1133,M-1986-20,T-52,P-88012,54',54,0,second half,0,1
S-1134,M-1986-20,T-73,P-14296,54',54,0,second half,0,1
S-1135,M-1986-20,T-52,P-19672,70',70,0,second half,1,0
S-1136,M-1986-20,T-52,P-76882,70',70,0,second half,0,1
S-1137,M-1986-20,T-73,P-18314,78',78,0,second half,1,0
S-1138,M-1986-20,T-73,P-32414,78',78,0,second half,0,1
S-1139,M-1986-21,T-58,P-31762,46',46,0,second half,1,0
S-1140,M-1986-21,T-58,P-10440,46',46,0,second half,0,1
S-1141,M-1986-21,T-57,P-71979,57',57,0,second half,1,0
S-1142,M-1986-21,T-57,P-39326,57',57,0,second half,0,1
S-1143,M-1986-21,T-58,P-61802,72',72,0,second half,1,0
S-1144,M-1986-21,T-58,P-52794,72',72,0,second half,0,1
S-1145,M-1986-21,T-57,P-57931,74',74,0,second half,1,0
S-1146,M-1986-21,T-57,P-86899,74',74,0,second half,0,1
S-1147,M-1986-22,T-06,P-97414,67',67,0,second half,1,0
S-1148,M-1986-22,T-06,P-05723,67',67,0,second half,0,1
S-1149,M-1986-22,T-06,P-95299,69',69,0,second half,1,0
S-1150,M-1986-22,T-06,P-99499,69',69,0,second half,0,1
S-1151,M-1986-22,T-39,P-34556,81',81,0,second half,1,0
S-1152,M-1986-22,T-39,P-88871,81',81,0,second half,0,1
S-1153,M-1986-23,T-64,P-36038,61',61,0,second half,1,0
S-1154,M-1986-23,T-64,P-31710,61',61,0,second half,0,1
S-1155,M-1986-23,T-86,P-79689,63',63,0,second half,1,0
S-1156,M-1986-23,T-86,P-91180,63',63,0,second half,0,1
S-1157,M-1986-23,T-64,P-65888,74',74,0,second half,1,0
S-1158,M-1986-23,T-64,P-89287,74',74,0,second half,0,1
S-1159,M-1986-23,T-86,P-89975,75',75,0,second half,1,0
S-1160,M-1986-23,T-86,P-59574,75',75,0,second half,0,1
S-1161,M-1986-24,T-22,P-53824,57',57,0,second half,1,0
S-1162,M-1986-24,T-84,P-37351,57',57,0,second half,1,0
S-1163,M-1986-24,T-84,P-68463,57',57,0,second half,1,0
S-1164,M-1986-24,T-22,P-49069,57',57,0,second half,0,1
S-1165,M-1986-24,T-84,P-19175,57',57,0,second half,0,1
S-1166,M-1986-24,T-84,P-97584,57',57,0,second half,0,1
S-1167,M-1986-24,T-22,P-56788,81',81,0,second half,1,0
S-1168,M-1986-24,T-22,P-21213,81',81,0,second half,0,1
S-1169,M-1986-25,T-36,P-26969,46',46,0,second half,1,0
S-1170,M-1986-25,T-36,P-99704,46',46,0,second half,0,1
S-1171,M-1986-25,T-30,P-31235,61',61,0,second half,1,0
S-1172,M-1986-25,T-30,P-99991,61',61,0,second half,0,1
S-1173,M-1986-25,T-36,P-97362,65',65,0,second half,1,0
S-1174,M-1986-25,T-36,P-48639,65',65,0,second half,0,1
S-1175,M-1986-25,T-30,P-22982,71',71,0,second half,1,0
S-1176,M-1986-25,T-30,P-80821,71',71,0,second half,0,1
S-1177,M-1986-26,T-72,P-10906,57',57,0,second half,1,0
S-1178,M-1986-26,T-72,P-10855,57',57,0,second half,0,1
S-1179,M-1986-26,T-72,P-03282,62',62,0,second half,1,0
S-1180,M-1986-26,T-72,P-27906,62',62,0,second half,0,1
S-1181,M-1986-26,T-12,P-73226,64',64,0,second half,1,0
S-1182,M-1986-26,T-12,P-92139,64',64,0,second half,0,1
S-1183,M-1986-26,T-12,P-61972,69',69,0,second half,1,0
S-1184,M-1986-26,T-12,P-21914,69',69,0,second half,0,1
S-1185,M-1986-27,T-03,P-22408,46',46,0,second half,1,0
S-1186,M-1986-27,T-03,P-45025,46',46,0,second half,1,0
S-1187,M-1986-27,T-03,P-46907,46',46,0,second half,0,1
S-1188,M-1986-27,T-03,P-70033,46',46,0,second half,0,1
S-1189,M-1986-27,T-10,P-91932,52',52,0,second half,1,0
S-1190,M-1986-27,T-10,P-25143,52',52,0,second half,0,1
S-1191,M-1986-27,T-10,P-05061,71',71,0,second half,1,0
S-1192,M-1986-27,T-10,P-32447,71',71,0,second half,0,1
S-1193,M-1986-28,T-71,P-95664,46',46,0,second half,1,0
S-1194,M-1986-28,T-71,P-65387,46',46,0,second half,0,1
S-1195,M-1986-28,T-41,P-49669,67',67,0,second half,1,0
S-1196,M-1986-28,T-41,P-55733,67',67,0,second half,0,1
S-1197,M-1986-28,T-71,P-50938,70',70,0,second half,1,0
S-1198,M-1986-28,T-71,P-19309,70',70,0,second half,0,1
S-1199,M-1986-28,T-41,P-45432,88',88,0,second half,1,0
S-1200,M-1986-28,T-41,P-81402,88',88,0,second half,0,1
S-1201,M-1986-29,T-39,P-72587,60',60,0,second half,1,0
S-1202,M-1986-29,T-39,P-88871,60',60,0,second half,0,1
S-1203,M-1986-29,T-46,P-63828,62',62,0,second half,1,0
S-1204,M-1986-29,T-46,P-03454,62',62,0,second half,0,1
S-1205,M-1986-29,T-39,P-00685,70',70,0,second half,1,0
S-1206,M-1986-29,T-39,P-29742,70',70,0,second half,0,1
S-1207,M-1986-29,T-46,P-10537,79',79,0,second half,1,0
S-1208,M-1986-29,T-46,P-83744,79',79,0,second half,0,1
S-1209,M-1986-30,T-55,P-97522,68',68,0,second half,1,0
S-1210,M-1986-30,T-55,P-74570,68',68,0,second half,0,1
S-1211,M-1986-30,T-06,P-99499,89',89,0,second half,1,0
S-1212,M-1986-30,T-06,P-43888,89',89,0,second half,0,1
S-1213,M-1986-31,T-57,P-71979,22',22,0,first half,1,0
S-1214,M-1986-31,T-57,P-39326,22',22,0,first half,0,1
S-1215,M-1986-31,T-57,P-02493,46',46,0,second half,1,0
S-1216,M-1986-31,T-57,P-40684,46',46,0,second half,0,1
S-1217,M-1986-31,T-28,P-18335,75',75,0,second half,1,0
S-1218,M-1986-31,T-28,P-19351,75',75,0,second half,0,1
S-1219,M-1986-31,T-28,P-36651,86',86,0,second half,1,0
S-1220,M-1986-31,T-28,P-08967,86',86,0,second half,0,1
S-1221,M-1986-32,T-58,P-31048,55',55,0,second half,1,0
S-1222,M-1986-32,T-58,P-77856,55',55,0,second half,0,1
S-1223,M-1986-32,T-58,P-22344,69',69,0,second half,1,0
S-1224,M-1986-32,T-58,P-88661,69',69,0,second half,0,1
S-1225,M-1986-32,T-47,P-37917,71',71,0,second half,1,0
S-1226,M-1986-32,T-47,P-40996,71',71,0,second half,0,1
S-1227,M-1986-33,T-01,P-33690,20',20,0,first half,1,0
S-1228,M-1986-33,T-01,P-93051,20',20,0,first half,0,1
S-1229,M-1986-33,T-73,P-12940,46',46,0,second half,1,0
S-1230,M-1986-33,T-73,P-74307,46',46,0,second half,0,1
S-1231,M-1986-33,T-01,P-42885,58',58,0,second half,1,0
S-1232,M-1986-33,T-01,P-08861,58',58,0,second half,0,1
S-1233,M-1986-33,T-73,P-06498,63',63,0,second half,1,0
S-1234,M-1986-33,T-73,P-32414,63',63,0,second half,0,1
S-1235,M-1986-34,T-09,P-60969,27',27,0,first half,1,0
S-1236,M-1986-34,T-09,P-19190,27',27,0,first half,0,1
S-1237,M-1986-34,T-52,P-62599,67',67,0,second half,1,0
S-1238,M-1986-34,T-52,P-76882,67',67,0,second half,0,1
S-1239,M-1986-34,T-09,P-78605,68',68,0,second half,1,0
S-1240,M-1986-34,T-09,P-37483,68',68,0,second half,0,1
S-1241,M-1986-34,T-52,P-40633,71',71,0,second half,1,0
S-1242,M-1986-34,T-52,P-96985,71',71,0,second half,0,1
S-1243,M-1986-35,T-22,P-36502,46',46,0,second half,1,0
S-1244,M-1986-35,T-86,P-96946,46',46,0,second half,1,0
S-1245,M-1986-35,T-22,P-92292,46',46,0,second half,0,1
S-1246,M-1986-35,T-86,P-89975,46',46,0,second half,0,1
S-1247,M-1986-35,T-22,P-21213,71',71,0,second half,1,0
S-1248,M-1986-35,T-86,P-27251,71',71,0,second half,1,0
S-1249,M-1986-35,T-22,P-07140,71',71,0,second half,0,1
S-1250,M-1986-35,T-86,P-59574,71',71,0,second half,0,1
S-1251,M-1986-36,T-64,P-36038,70',70,0,second half,1,0
S-1252,M-1986-36,T-64,P-15973,70',70,0,second half,1,0
S-1253,M-1986-36,T-84,P-97584,70',70,0,second half,1,0
S-1254,M-1986-36,T-64,P-97239,70',70,0,second half,0,1
S-1255,M-1986-36,T-64,P-89287,70',70,0,second half,0,1
S-1256,M-1986-36,T-84,P-66014,70',70,0,second half,0,1
S-1257,M-1986-36,T-84,P-36582,84',84,0,second half,1,0
S-1258,M-1986-36,T-84,P-68463,84',84,0,second half,0,1
S-1259,M-1986-37,T-10,P-76141,59',59,0,second half,1,0
S-1260,M-1986-37,T-10,P-05061,59',59,0,second half,0,1
S-1261,M-1986-37,T-10,P-19526,70',70,0,second half,1,0
S-1262,M-1986-37,T-10,P-99064,70',70,0,second half,0,1
S-1263,M-1986-37,T-46,P-62984,79',79,0,second half,1,0
S-1264,M-1986-37,T-46,P-10537,79',79,0,second half,0,1
S-1265,M-1986-38,T-72,P-27906,72',72,0,second half,1,0
S-1266,M-1986-38,T-72,P-05562,72',72,0,second half,0,1
S-1267,M-1986-38,T-72,P-33328,79',79,0,second half,1,0
S-1268,M-1986-38,T-72,P-12978,79',79,0,second half,0,1
S-1269,M-1986-38,T-06,P-99499,99',99,0,"extra time, first half",1,0
S-1270,M-1986-38,T-06,P-05723,99',99,0,"extra time, first half",0,1
S-1271,M-1986-38,T-06,P-73390,112',112,0,"extra time, second half",1,0
S-1272,M-1986-38,T-06,P-43888,112',112,0,"extra time, second half",0,1
S-1273,M-1986-39,T-57,P-31117,59',59,0,second half,1,0
S-1274,M-1986-39,T-57,P-52039,59',59,0,second half,0,1
S-1275,M-1986-39,T-09,P-78605,69',69,0,second half,1,0
S-1276,M-1986-39,T-09,P-37483,69',69,0,second half,0,1
S-1277,M-1986-39,T-09,P-60969,73',73,0,second half,1,0
S-1278,M-1986-39,T-09,P-12049,73',73,0,second half,0,1
S-1279,M-1986-39,T-57,P-83573,83',83,0,second half,1,0
S-1280,M-1986-39,T-57,P-48883,83',83,0,second half,0,1
S-1281,M-1986-40,T-84,P-18562,46',46,0,second half,1,0
S-1282,M-1986-40,T-84,P-94995,46',46,0,second half,0,1
S-1283,M-1986-40,T-84,P-48167,61',61,0,second half,1,0
S-1284,M-1986-40,T-84,P-83805,61',61,0,second half,0,1
S-1285,M-1986-40,T-03,P-22408,85',85,0,second half,1,0
S-1286,M-1986-40,T-03,P-46907,85',85,0,second half,0,1
S-1287,M-1986-41,T-41,P-55733,46',46,0,second half,1,0
S-1288,M-1986-41,T-41,P-69913,46',46,0,second half,0,1
S-1289,M-1986-41,T-41,P-45432,58',58,0,second half,1,0
S-1290,M-1986-41,T-41,P-81402,58',58,0,second half,0,1
S-1291,M-1986-41,T-30,P-00643,73',73,0,second half,1,0
S-1292,M-1986-41,T-30,P-52595,73',73,0,second half,0,1
S-1293,M-1986-41,T-30,P-08939,85',85,0,second half,1,0
S-1294,M-1986-41,T-30,P-80821,85',85,0,second half,0,1
S-1295,M-1986-42,T-86,P-04572,46',46,0,second half,1,0
S-1296,M-1986-42,T-86,P-89975,46',46,0,second half,0,1
S-1297,M-1986-43,T-28,P-53735,58',58,0,second half,1,0
S-1298,M-1986-43,T-28,P-49130,58',58,0,second half,0,1
S-1299,M-1986-43,T-55,P-13699,64',64,0,second half,1,0
S-1300,M-1986-43,T-55,P-37560,64',64,0,second half,0,1
S-1301,M-1986-43,T-28,P-18335,80',80,0,second half,1,0
S-1302,M-1986-43,T-28,P-65174,80',80,0,second half,0,1
S-1303,M-1986-44,T-73,P-18314,46',46,0,second half,1,0
S-1304,M-1986-44,T-73,P-74307,46',46,0,second half,0,1
S-1305,M-1986-44,T-22,P-04488,60',60,0,second half,1,0
S-1306,M-1986-44,T-22,P-92292,60',60,0,second half,0,1
S-1307,M-1986-44,T-22,P-21213,71',71,0,second half,1,0
S-1308,M-1986-44,T-22,P-49069,71',71,0,second half,0,1
S-1309,M-1986-44,T-73,P-06498,83',83,0,second half,1,0
S-1310,M-1986-44,T-73,P-02901,83',83,0,second half,0,1
S-1311,M-1986-45,T-09,P-60969,71',71,0,second half,1,0
S-1312,M-1986-45,T-09,P-37483,71',71,0,second half,0,1
S-1313,M-1986-45,T-30,P-79617,84',84,0,second half,1,0
S-1314,M-1986-45,T-30,P-80821,84',84,0,second half,0,1
S-1315,M-1986-45,T-09,P-83096,91',91,0,"extra time, first half",1,0
S-1316,M-1986-45,T-09,P-12049,91',91,0,"extra time, first half",0,1
S-1317,M-1986-45,T-30,P-99991,99',99,0,"extra time, first half",1,0
S-1318,M-1986-45,T-30,P-12716,99',99,0,"extra time, first half",0,1
S-1319,M-1986-46,T-46,P-62984,32',32,0,first half,1,0
S-1320,M-1986-46,T-46,P-10537,32',32,0,first half,0,1
S-1321,M-1986-46,T-86,P-59574,59',59,0,second half,1,0
S-1322,M-1986-46,T-86,P-27194,59',59,0,second half,0,1
S-1323,M-1986-46,T-46,P-63828,69',69,0,second half,1,0
S-1324,M-1986-46,T-46,P-83744,69',69,0,second half,0,1
S-1325,M-1986-46,T-86,P-36201,116',116,0,"extra time, second half",1,0
S-1326,M-1986-46,T-86,P-89975,116',116,0,"extra time, second half",0,1
S-1327,M-1986-47,T-28,P-53735,69',69,0,second half,1,0
S-1328,M-1986-47,T-28,P-19351,69',69,0,second half,0,1
S-1329,M-1986-47,T-28,P-76340,74',74,0,second half,1,0
S-1330,M-1986-47,T-28,P-38921,74',74,0,second half,0,1
S-1331,M-1986-47,T-03,P-95267,75',75,0,second half,1,0
S-1332,M-1986-47,T-03,P-98697,75',75,0,second half,0,1
S-1333,M-1986-48,T-73,P-72141,46',46,0,second half,1,0
S-1334,M-1986-48,T-73,P-32414,46',46,0,second half,0,1
S-1335,M-1986-48,T-73,P-18314,63',63,0,second half,1,0
S-1336,M-1986-48,T-73,P-74307,63',63,0,second half,0,1
S-1337,M-1986-48,T-06,P-24703,82',82,0,second half,1,0
S-1338,M-1986-48,T-06,P-93848,82',82,0,second half,0,1
S-1339,M-1986-48,T-06,P-26401,106',106,0,"extra time, second half",1,0
S-1340,M-1986-48,T-06,P-43888,106',106,0,"extra time, second half",0,1
S-1341,M-1986-49,T-86,P-59574,57',57,0,second half,1,0
S-1342,M-1986-49,T-86,P-04572,57',57,0,second half,0,1
S-1343,M-1986-49,T-30,P-12716,66',66,0,second half,1,0
S-1344,M-1986-49,T-30,P-88945,66',66,0,second half,0,1
S-1345,M-1986-49,T-30,P-79617,72',72,0,second half,1,0
S-1346,M-1986-49,T-30,P-93959,72',72,0,second half,0,1
S-1347,M-1986-50,T-06,P-88903,54',54,0,second half,1,0
S-1348,M-1986-50,T-06,P-13042,54',54,0,second half,0,1
S-1349,M-1986-50,T-03,P-95267,85',85,0,second half,1,0
S-1350,M-1986-50,T-03,P-60363,85',85,0,second half,0,1
S-1351,M-1986-51,T-06,P-88903,46',46,0,second half,1,0
S-1352,M-1986-51,T-06,P-08623,46',46,0,second half,0,1
S-1353,M-1986-51,T-30,P-94723,56',56,0,second half,1,0
S-1354,M-1986-51,T-30,P-03719,56',56,0,second half,0,1
S-1355,M-1986-51,T-06,P-97414,64',64,0,second half,1,0
S-1356,M-1986-51,T-06,P-43888,64',64,0,second half,0,1
S-1357,M-1986-51,T-30,P-76592,84',84,0,second half,1,0
S-1358,M-1986-51,T-30,P-52595,84',84,0,second half,0,1
S-1359,M-1986-52,T-86,P-95392,46',46,0,second half,1,0
S-1360,M-1986-52,T-86,P-04572,46',46,0,second half,0,1
S-1361,M-1986-52,T-86,P-79344,62',62,0,second half,1,0
S-1362,M-1986-52,T-86,P-27194,62',62,0,second half,0,1
S-1363,M-1986-52,T-03,P-95267,90',90,0,second half,1,0
S-1364,M-1986-52,T-03,P-65092,90',90,0,second half,0,1
S-1365,M-1990-01,T-03,P-79080,46',46,0,second half,1,0
S-1366,M-1990-01,T-03,P-35873,46',46,0,second half,0,1
S-1367,M-1990-01,T-11,P-59402,66',66,0,second half,1,0
S-1368,M-1990-01,T-11,P-94752,66',66,0,second half,0,1
S-1369,M-1990-01,T-03,P-82949,69',69,0,second half,1,0
S-1370,M-1990-01,T-03,P-10969,69',69,0,second half,0,1
S-1371,M-1990-01,T-11,P-64478,81',81,0,second half,1,0
S-1372,M-1990-01,T-11,P-58080,81',81,0,second half,0,1
S-1373,M-1990-02,T-72,P-48718,66',66,0,second half,1,0
S-1374,M-1990-02,T-72,P-34497,66',66,0,second half,0,1
S-1375,M-1990-02,T-72,P-77250,71',71,0,second half,1,0
S-1376,M-1990-02,T-72,P-99207,71',71,0,second half,0,1
S-1377,M-1990-02,T-61,P-69340,80',80,0,second half,1,0
S-1378,M-1990-02,T-61,P-67274,80',80,0,second half,0,1
S-1379,M-1990-02,T-61,P-01137,87',87,0,second half,1,0
S-1380,M-1990-02,T-61,P-54322,87',87,0,second half,0,1
S-1381,M-1990-03,T-82,P-27017,57',57,0,second half,1,0
S-1382,M-1990-03,T-82,P-17799,57',57,0,second half,0,1
S-1383,M-1990-03,T-82,P-27206,74',74,0,second half,1,0
S-1384,M-1990-03,T-82,P-52938,74',74,0,second half,0,1
S-1385,M-1990-03,T-16,P-82012,75',75,0,second half,1,0
S-1386,M-1990-03,T-16,P-53398,75',75,0,second half,0,1
S-1387,M-1990-04,T-41,P-13638,46',46,0,second half,1,0
S-1388,M-1990-04,T-41,P-35719,46',46,0,second half,0,1
S-1389,M-1990-04,T-05,P-67942,61',61,0,second half,1,0
S-1390,M-1990-04,T-05,P-69681,61',61,0,second half,0,1
S-1391,M-1990-04,T-41,P-49269,75',75,0,second half,1,0
S-1392,M-1990-04,T-41,P-76544,75',75,0,second half,0,1
S-1393,M-1990-04,T-05,P-52446,77',77,0,second half,1,0
S-1394,M-1990-04,T-05,P-06378,77',77,0,second half,0,1
S-1395,M-1990-05,T-83,P-28894,64',64,0,second half,1,0
S-1396,M-1990-05,T-83,P-12470,64',64,0,second half,0,1
S-1397,M-1990-05,T-21,P-65434,77',77,0,second half,1,0
S-1398,M-1990-05,T-21,P-99987,77',77,0,second half,0,1
S-1399,M-1990-05,T-83,P-93627,79',79,0,second half,1,0
S-1400,M-1990-05,T-83,P-21609,79',79,0,second half,0,1
S-1401,M-1990-05,T-21,P-85306,83',83,0,second half,1,0
S-1402,M-1990-05,T-21,P-78227,83',83,0,second half,0,1
S-1403,M-1990-06,T-74,P-81063,46',46,0,second half,1,0
S-1404,M-1990-06,T-74,P-46228,46',46,0,second half,0,1
S-1405,M-1990-06,T-74,P-75066,70',70,0,second half,1,0
S-1406,M-1990-06,T-74,P-67329,70',70,0,second half,0,1
S-1407,M-1990-06,T-09,P-10596,82',82,0,second half,1,0
S-1408,M-1990-06,T-09,P-12049,82',82,0,second half,0,1
S-1409,M-1990-07,T-87,P-74361,55',55,0,second half,1,0
S-1410,M-1990-07,T-87,P-18303,55',55,0,second half,1,0
S-1411,M-1990-07,T-87,P-71107,55',55,0,second half,0,1
S-1412,M-1990-07,T-87,P-62861,55',55,0,second half,0,1
S-1413,M-1990-07,T-86,P-77552,74',74,0,second half,1,0
