goal_id,tournament_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
G-0001,WC-1930,M-1930-01,T-30,P-05470,19',19,0,first half,0,0
G-0002,WC-1930,M-1930-01,T-30,P-99087,40',40,0,first half,0,0
G-0003,WC-1930,M-1930-01,T-30,P-60620,43',43,0,first half,0,0
G-0004,WC-1930,M-1930-01,T-46,P-94135,70',70,0,second half,0,0
G-0005,WC-1930,M-1930-01,T-30,P-60620,87',87,0,second half,0,0
G-0006,WC-1930,M-1930-02,T-83,P-65185,23',23,0,first half,0,0
G-0007,WC-1930,M-1930-02,T-83,P-37361,45',45,0,first half,0,0
G-0008,WC-1930,M-1930-02,T-83,P-71973,69',69,0,second half,0,0
G-0009,WC-1930,M-1930-03,T-87,P-43349,21',21,0,first half,0,0
G-0010,WC-1930,M-1930-03,T-87,P-43734,30',30,0,first half,0,0
G-0011,WC-1930,M-1930-03,T-09,P-91171,62',62,0,second half,0,0
G-0012,WC-1930,M-1930-04,T-61,P-91295,1',1,0,first half,0,0
G-0013,WC-1930,M-1930-04,T-56,P-44010,75',75,0,second half,0,0
G-0014,WC-1930,M-1930-04,T-61,P-18615,79',79,0,second half,0,0
G-0015,WC-1930,M-1930-04,T-61,P-70294,89',89,0,second half,0,0
G-0016,WC-1930,M-1930-05,T-03,P-25760,81',81,0,second half,0,0
G-0017,WC-1930,M-1930-06,T-13,P-61338,3',3,0,first half,0,0
G-0018,WC-1930,M-1930-06,T-13,P-89481,52',52,0,second half,1,0
G-0019,WC-1930,M-1930-06,T-13,P-61338,65',65,0,second half,0,0
G-0020,WC-1930,M-1930-07,T-87,P-43734,60',60,0,second half,0,0
G-0021,WC-1930,M-1930-07,T-87,P-75929,65',65,0,second half,0,0
G-0022,WC-1930,M-1930-07,T-87,P-43734,67',67,0,second half,0,0
G-0023,WC-1930,M-1930-07,T-87,P-33565,85',85,0,second half,0,0
G-0024,WC-1930,M-1930-08,T-83,P-71973,10',10,0,first half,0,0
G-0025,WC-1930,M-1930-08,T-83,P-71973,15',15,0,first half,0,0
G-0026,WC-1930,M-1930-08,T-83,P-71973,50',50,0,second half,0,0
G-0027,WC-1930,M-1930-09,T-84,P-54697,65',65,0,second half,0,0
G-0028,WC-1930,M-1930-10,T-13,P-08459,67',67,0,second half,0,0
G-0029,WC-1930,M-1930-11,T-03,P-56486,8',8,0,first half,0,0
G-0030,WC-1930,M-1930-11,T-03,P-76546,12',12,0,first half,0,0
G-0031,WC-1930,M-1930-11,T-03,P-56486,17',17,0,first half,0,0
G-0032,WC-1930,M-1930-11,T-46,P-89481,42',42,0,first half,0,1
G-0033,WC-1930,M-1930-11,T-03,P-37326,53',53,0,second half,0,0
G-0034,WC-1930,M-1930-11,T-03,P-76546,55',55,0,second half,0,0
G-0035,WC-1930,M-1930-11,T-46,P-89481,65',65,0,second half,0,0
G-0036,WC-1930,M-1930-11,T-46,P-31066,75',75,0,second half,0,0
G-0037,WC-1930,M-1930-11,T-03,P-56486,80',80,0,second half,0,0
G-0038,WC-1930,M-1930-12,T-09,P-83987,37',37,0,first half,0,0
G-0039,WC-1930,M-1930-12,T-09,P-91171,57',57,0,second half,0,0
G-0040,WC-1930,M-1930-12,T-09,P-83987,73',73,0,second half,0,0
G-0041,WC-1930,M-1930-12,T-09,P-91171,83',83,0,second half,0,0
G-0042,WC-1930,M-1930-13,T-55,P-06201,40',40,0,first half,0,0
G-0043,WC-1930,M-1930-14,T-84,P-38674,7',7,0,first half,0,0
G-0044,WC-1930,M-1930-14,T-84,P-44201,26',26,0,first half,0,0
G-0045,WC-1930,M-1930-14,T-84,P-57352,31',31,0,first half,0,0
G-0046,WC-1930,M-1930-14,T-84,P-18628,35',35,0,first half,0,0
G-0047,WC-1930,M-1930-15,T-03,P-56486,12',12,0,first half,0,0
G-0048,WC-1930,M-1930-15,T-03,P-56486,13',13,0,first half,0,0
G-0049,WC-1930,M-1930-15,T-13,P-08459,15',15,0,first half,0,0
G-0050,WC-1930,M-1930-15,T-03,P-23897,51',51,0,second half,0,0
G-0051,WC-1930,M-1930-16,T-03,P-25760,20',20,0,first half,0,0
G-0052,WC-1930,M-1930-16,T-03,P-44916,56',56,0,second half,0,0
G-0053,WC-1930,M-1930-16,T-03,P-56486,69',69,0,second half,0,0
G-0054,WC-1930,M-1930-16,T-03,P-70166,80',80,0,second half,0,0
G-0055,WC-1930,M-1930-16,T-03,P-70166,85',85,0,second half,0,0
G-0056,WC-1930,M-1930-16,T-03,P-56486,87',87,0,second half,0,0
G-0057,WC-1930,M-1930-16,T-83,P-06424,89',89,0,second half,0,0
G-0058,WC-1930,M-1930-17,T-87,P-33565,4',4,0,first half,0,0
G-0059,WC-1930,M-1930-17,T-84,P-18628,18',18,0,first half,0,0
G-0060,WC-1930,M-1930-17,T-84,P-57352,20',20,0,first half,0,0
G-0061,WC-1930,M-1930-17,T-84,P-57352,31',31,0,first half,0,0
G-0062,WC-1930,M-1930-17,T-84,P-31959,61',61,0,second half,0,0
G-0063,WC-1930,M-1930-17,T-84,P-18628,67',67,0,second half,0,0
G-0064,WC-1930,M-1930-17,T-84,P-18628,72',72,0,second half,0,0
G-0065,WC-1930,M-1930-18,T-84,P-38674,12',12,0,first half,0,0
G-0066,WC-1930,M-1930-18,T-03,P-70166,20',20,0,first half,0,0
G-0067,WC-1930,M-1930-18,T-03,P-56486,37',37,0,first half,0,0
G-0068,WC-1930,M-1930-18,T-84,P-18628,57',57,0,second half,0,0
G-0069,WC-1930,M-1930-18,T-84,P-31959,68',68,0,second half,0,0
G-0070,WC-1930,M-1930-18,T-84,P-54697,89',89,0,second half,0,0
G-0071,WC-1934,M-1934-01,T-30,P-70804,18',18,0,first half,0,0
G-0072,WC-1934,M-1934-01,T-05,P-11865,44',44,0,first half,0,0
G-0073,WC-1934,M-1934-01,T-05,P-87474,93',93,0,"extra time, first half",0,0
G-0074,WC-1934,M-1934-01,T-05,P-51668,109',109,0,"extra time, second half",0,0
G-0075,WC-1934,M-1934-01,T-30,P-13166,116',116,0,"extra time, second half",0,1
G-0076,WC-1934,M-1934-02,T-61,P-55855,11',11,0,first half,0,0
G-0077,WC-1934,M-1934-02,T-21,P-51219,50',50,0,second half,0,0
G-0078,WC-1934,M-1934-02,T-21,P-60513,67',67,0,second half,0,0
G-0079,WC-1934,M-1934-03,T-31,P-04241,25',25,0,first half,0,0
G-0080,WC-1934,M-1934-03,T-06,P-85443,29',29,0,first half,0,0
G-0081,WC-1934,M-1934-03,T-06,P-85443,43',43,0,first half,0,0
G-0082,WC-1934,M-1934-03,T-31,P-53238,49',49,0,second half,0,0
G-0083,WC-1934,M-1934-03,T-31,P-77348,66',66,0,second half,0,0
G-0084,WC-1934,M-1934-03,T-31,P-77348,70',70,0,second half,0,0
G-0085,WC-1934,M-1934-03,T-31,P-77348,87',87,0,second half,0,0
G-0086,WC-1934,M-1934-04,T-36,P-42669,11',11,0,first half,0,0
G-0087,WC-1934,M-1934-04,T-36,P-60977,31',31,0,first half,0,0
G-0088,WC-1934,M-1934-04,T-26,P-28239,35',35,0,first half,0,0
G-0089,WC-1934,M-1934-04,T-26,P-28239,39',39,0,first half,0,0
G-0090,WC-1934,M-1934-04,T-36,P-11520,53',53,0,second half,0,0
G-0091,WC-1934,M-1934-04,T-36,P-60977,61',61,0,second half,0,0
G-0092,WC-1934,M-1934-05,T-41,P-56703,18',18,0,first half,0,0
G-0093,WC-1934,M-1934-05,T-41,P-03638,20',20,0,first half,0,0
G-0094,WC-1934,M-1934-05,T-41,P-56703,29',29,0,first half,0,0
G-0095,WC-1934,M-1934-05,T-83,P-75829,57',57,0,second half,0,0
G-0096,WC-1934,M-1934-05,T-41,P-39512,63',63,0,second half,0,0
G-0097,WC-1934,M-1934-05,T-41,P-56703,64',64,0,second half,0,0
G-0098,WC-1934,M-1934-05,T-41,P-03638,69',69,0,second half,0,0
G-0099,WC-1934,M-1934-05,T-41,P-34536,90',90,0,second half,0,0
G-0100,WC-1934,M-1934-06,T-73,P-64059,18',18,0,first half,0,1
G-0101,WC-1934,M-1934-06,T-73,P-64059,25',25,0,first half,0,0
G-0102,WC-1934,M-1934-06,T-73,P-69133,29',29,0,first half,0,0
G-0103,WC-1934,M-1934-06,T-09,P-09730,55',55,0,second half,0,0
G-0104,WC-1934,M-1934-07,T-03,P-11019,4',4,0,first half,0,0
G-0105,WC-1934,M-1934-07,T-74,P-79374,9',9,0,first half,0,0
G-0106,WC-1934,M-1934-07,T-03,P-61839,48',48,0,second half,0,0
G-0107,WC-1934,M-1934-07,T-74,P-79374,67',67,0,second half,0,0
G-0108,WC-1934,M-1934-07,T-74,P-02091,79',79,0,second half,0,0
G-0109,WC-1934,M-1934-08,T-75,P-88416,7',7,0,first half,0,0
G-0110,WC-1934,M-1934-08,T-48,P-85884,29',29,0,first half,0,0
G-0111,WC-1934,M-1934-08,T-75,P-88416,43',43,0,first half,0,0
G-0112,WC-1934,M-1934-08,T-75,P-85334,66',66,0,second half,0,0
G-0113,WC-1934,M-1934-08,T-48,P-55392,69',69,0,second half,0,0
G-0114,WC-1934,M-1934-09,T-05,P-51711,8',8,0,first half,0,0
G-0115,WC-1934,M-1934-09,T-05,P-05719,51',51,0,second half,0,0
G-0116,WC-1934,M-1934-09,T-36,P-89034,60',60,0,second half,0,1
G-0117,WC-1934,M-1934-10,T-75,P-88416,18',18,0,first half,0,0
G-0118,WC-1934,M-1934-10,T-21,P-13470,24',24,0,first half,0,0
G-0119,WC-1934,M-1934-10,T-21,P-58983,49',49,0,second half,0,0
G-0120,WC-1934,M-1934-10,T-75,P-58205,78',78,0,second half,0,0
G-0121,WC-1934,M-1934-10,T-21,P-60513,82',82,0,second half,0,0
G-0122,WC-1934,M-1934-11,T-31,P-56231,60',60,0,second half,0,0
G-0123,WC-1934,M-1934-11,T-31,P-56231,63',63,0,second half,0,0
G-0124,WC-1934,M-1934-11,T-74,P-83366,82',82,0,second half,0,0
G-0125,WC-1934,M-1934-12,T-73,P-40752,30',30,0,first half,0,0
G-0126,WC-1934,M-1934-12,T-41,P-39512,44',44,0,first half,0,0
G-0127,WC-1934,M-1934-13,T-41,P-34536,11',11,0,first half,0,0
G-0128,WC-1934,M-1934-14,T-21,P-60513,21',21,0,first half,0,0
G-0129,WC-1934,M-1934-14,T-31,P-30818,62',62,0,second half,0,0
G-0130,WC-1934,M-1934-14,T-21,P-60513,69',69,0,second half,0,0
G-0131,WC-1934,M-1934-14,T-21,P-60513,80',80,0,second half,0,0
G-0132,WC-1934,M-1934-15,T-41,P-03545,19',19,0,first half,0,0
G-0133,WC-1934,M-1934-16,T-31,P-38753,1',1,0,first half,0,0
G-0134,WC-1934,M-1934-16,T-31,P-77348,27',27,0,first half,0,0
G-0135,WC-1934,M-1934-16,T-05,P-51711,28',28,0,first half,0,0
G-0136,WC-1934,M-1934-16,T-31,P-38753,42',42,0,first half,0,0
G-0137,WC-1934,M-1934-16,T-05,P-05609,54',54,0,second half,0,0
G-0138,WC-1934,M-1934-17,T-21,P-51219,71',71,0,second half,0,0
G-0139,WC-1934,M-1934-17,T-41,P-03638,81',81,0,second half,0,0
G-0140,WC-1934,M-1934-17,T-41,P-56703,95',95,0,"extra time, first half",0,0
G-0141,WC-1938,M-1938-01,T-31,P-15763,29',29,0,first half,0,0
G-0142,WC-1938,M-1938-01,T-75,P-85334,43',43,0,first half,0,0
G-0143,WC-1938,M-1938-02,T-61,P-28958,35',35,0,first half,0,0
G-0144,WC-1938,M-1938-02,T-19,P-77922,44',44,0,first half,0,0
G-0145,WC-1938,M-1938-02,T-19,P-56223,69',69,0,second half,0,0
G-0146,WC-1938,M-1938-02,T-61,P-58656,88',88,0,second half,0,0
G-0147,WC-1938,M-1938-02,T-19,P-77922,103',103,0,"extra time, first half",0,0
G-0148,WC-1938,M-1938-02,T-61,P-55855,105',105,0,"extra time, first half",0,0
G-0149,WC-1938,M-1938-03,T-30,P-02281,1',1,0,first half,0,0
G-0150,WC-1938,M-1938-03,T-30,P-70804,16',16,0,first half,0,0
G-0151,WC-1938,M-1938-03,T-06,P-03499,38',38,0,first half,0,0
G-0152,WC-1938,M-1938-03,T-30,P-70804,69',69,0,second half,0,0
G-0153,WC-1938,M-1938-04,T-36,P-53740,13',13,0,first half,0,0
G-0154,WC-1938,M-1938-04,T-36,P-60977,15',15,0,first half,0,0
G-0155,WC-1938,M-1938-04,T-36,P-89034,28',28,0,first half,0,0
G-0156,WC-1938,M-1938-04,T-36,P-67652,35',35,0,first half,0,0
G-0157,WC-1938,M-1938-04,T-36,P-67652,76',76,0,second half,0,0
G-0158,WC-1938,M-1938-04,T-36,P-89034,89',89,0,second half,0,0
G-0159,WC-1938,M-1938-05,T-41,P-58640,2',2,0,first half,0,0
G-0160,WC-1938,M-1938-05,T-53,P-07024,83',83,0,second half,0,0
G-0161,WC-1938,M-1938-05,T-41,P-65885,94',94,0,"extra time, first half",0,0
G-0162,WC-1938,M-1938-06,T-09,P-09730,18',18,0,first half,0,0
G-0163,WC-1938,M-1938-06,T-57,P-72075,23',23,0,first half,0,1
G-0164,WC-1938,M-1938-06,T-09,P-44339,25',25,0,first half,0,0
G-0165,WC-1938,M-1938-06,T-09,P-70927,44',44,0,first half,0,0
G-0166,WC-1938,M-1938-06,T-57,P-13828,53',53,0,second half,0,0
G-0167,WC-1938,M-1938-06,T-57,P-13828,59',59,0,second half,0,0
G-0168,WC-1938,M-1938-06,T-09,P-70927,71',71,0,second half,0,0
G-0169,WC-1938,M-1938-06,T-57,P-13828,89',89,0,second half,0,0
G-0170,WC-1938,M-1938-06,T-09,P-09730,93',93,0,"extra time, first half",0,0
G-0171,WC-1938,M-1938-06,T-09,P-09730,104',104,0,"extra time, first half",0,0
G-0172,WC-1938,M-1938-06,T-57,P-13828,118',118,0,"extra time, second half",0,0
G-0173,WC-1938,M-1938-07,T-21,P-53978,93',93,0,"extra time, first half",0,0
G-0174,WC-1938,M-1938-07,T-21,P-27945,111',111,0,"extra time, second half",0,0
G-0175,WC-1938,M-1938-07,T-21,P-60513,118',118,0,"extra time, second half",0,0
G-0176,WC-1938,M-1938-08,T-61,P-55855,35',35,0,first half,0,0
G-0177,WC-1938,M-1938-08,T-19,P-77922,51',51,0,second half,0,0
G-0178,WC-1938,M-1938-08,T-19,P-77302,57',57,0,second half,0,0
G-0179,WC-1938,M-1938-09,T-31,P-53466,8',8,0,first half,0,0
G-0180,WC-1938,M-1938-09,T-31,P-42031,22',22,0,first half,1,0
G-0181,WC-1938,M-1938-09,T-75,P-81006,42',42,0,first half,0,0
G-0182,WC-1938,M-1938-09,T-75,P-50918,64',64,0,second half,0,0
G-0183,WC-1938,M-1938-09,T-75,P-85334,75',75,0,second half,0,0
G-0184,WC-1938,M-1938-09,T-75,P-85334,78',78,0,second half,0,0
G-0185,WC-1938,M-1938-10,T-09,P-09730,30',30,0,first half,0,0
G-0186,WC-1938,M-1938-10,T-21,P-60513,65',65,0,second half,0,1
G-0187,WC-1938,M-1938-11,T-36,P-89034,40',40,0,first half,0,0
G-0188,WC-1938,M-1938-11,T-36,P-67652,89',89,0,second half,0,0
G-0189,WC-1938,M-1938-12,T-41,P-76066,9',9,0,first half,0,0
G-0190,WC-1938,M-1938-12,T-30,P-78235,10',10,0,first half,0,0
G-0191,WC-1938,M-1938-12,T-41,P-65885,51',51,0,second half,0,0
G-0192,WC-1938,M-1938-12,T-41,P-65885,72',72,0,second half,0,0
G-0193,WC-1938,M-1938-13,T-74,P-38092,9',9,0,first half,0,0
G-0194,WC-1938,M-1938-13,T-74,P-58852,22',22,0,first half,0,0
G-0195,WC-1938,M-1938-13,T-74,P-58852,37',37,0,first half,0,0
G-0196,WC-1938,M-1938-13,T-74,P-58852,44',44,0,first half,0,0
G-0197,WC-1938,M-1938-13,T-74,P-94204,80',80,0,second half,0,0
G-0198,WC-1938,M-1938-13,T-74,P-38092,81',81,0,second half,0,0
G-0199,WC-1938,M-1938-13,T-74,P-97601,84',84,0,second half,0,0
G-0200,WC-1938,M-1938-13,T-74,P-38092,89',89,0,second half,0,0
G-0201,WC-1938,M-1938-14,T-21,P-64425,25',25,0,first half,0,0
G-0202,WC-1938,M-1938-14,T-09,P-09730,57',57,0,second half,0,0
G-0203,WC-1938,M-1938-14,T-09,P-81322,62',62,0,second half,0,0
G-0204,WC-1938,M-1938-15,T-74,P-97601,1',1,0,first half,0,0
G-0205,WC-1938,M-1938-15,T-36,P-90805,19',19,0,first half,1,0
G-0206,WC-1938,M-1938-15,T-36,P-24305,37',37,0,first half,0,0
G-0207,WC-1938,M-1938-15,T-36,P-67652,39',39,0,first half,0,0
G-0208,WC-1938,M-1938-15,T-36,P-89034,65',65,0,second half,0,0
G-0209,WC-1938,M-1938-15,T-36,P-67652,85',85,0,second half,0,0
G-0210,WC-1938,M-1938-16,T-41,P-76066,51',51,0,second half,0,0
G-0211,WC-1938,M-1938-16,T-41,P-34536,60',60,0,second half,0,1
G-0212,WC-1938,M-1938-16,T-09,P-44339,87',87,0,second half,0,0
G-0213,WC-1938,M-1938-17,T-74,P-79374,28',28,0,first half,0,0
G-0214,WC-1938,M-1938-17,T-74,P-97601,38',38,0,first half,0,0
G-0215,WC-1938,M-1938-17,T-09,P-44339,44',44,0,first half,0,0
G-0216,WC-1938,M-1938-17,T-09,P-09730,63',63,0,second half,0,0
G-0217,WC-1938,M-1938-17,T-09,P-09730,74',74,0,second half,0,0
G-0218,WC-1938,M-1938-17,T-09,P-70927,80',80,0,second half,0,0
G-0219,WC-1938,M-1938-18,T-41,P-76066,6',6,0,first half,0,0
G-0220,WC-1938,M-1938-18,T-36,P-24305,8',8,0,first half,0,0
G-0221,WC-1938,M-1938-18,T-41,P-65885,16',16,0,first half,0,0
G-0222,WC-1938,M-1938-18,T-41,P-76066,35',35,0,first half,0,0
G-0223,WC-1938,M-1938-18,T-36,P-89034,70',70,0,second half,0,0
G-0224,WC-1938,M-1938-18,T-41,P-65885,82',82,0,second half,0,0
G-0225,WC-1950,M-1950-01,T-09,P-49381,30',30,0,first half,0,0
G-0226,WC-1950,M-1950-01,T-09,P-44754,65',65,0,second half,0,0
G-0227,WC-1950,M-1950-01,T-09,P-17754,71',71,0,second half,0,0
G-0228,WC-1950,M-1950-01,T-09,P-49381,79',79,0,second half,0,0
G-0229,WC-1950,M-1950-02,T-87,P-50931,59',59,0,second half,0,0
G-0230,WC-1950,M-1950-02,T-87,P-07620,70',70,0,second half,0,0
G-0231,WC-1950,M-1950-02,T-87,P-87730,84',84,0,second half,0,0
G-0232,WC-1950,M-1950-03,T-28,P-89453,39',39,0,first half,0,0
G-0233,WC-1950,M-1950-03,T-28,P-71516,51',51,0,second half,0,0
G-0234,WC-1950,M-1950-04,T-83,P-88982,17',17,0,first half,0,0
G-0235,WC-1950,M-1950-04,T-73,P-24336,81',81,0,second half,0,0
G-0236,WC-1950,M-1950-04,T-73,P-26928,83',83,0,second half,0,0
G-0237,WC-1950,M-1950-04,T-73,P-65220,89',89,0,second half,0,0
G-0238,WC-1950,M-1950-05,T-41,P-51460,7',7,0,first half,0,0
G-0239,WC-1950,M-1950-05,T-74,P-03089,25',25,0,first half,0,0
G-0240,WC-1950,M-1950-05,T-74,P-91027,33',33,0,first half,0,0
G-0241,WC-1950,M-1950-05,T-74,P-03089,68',68,0,second half,0,0
G-0242,WC-1950,M-1950-05,T-41,P-49869,75',75,0,second half,0,0
G-0243,WC-1950,M-1950-06,T-09,P-83086,3',3,0,first half,0,0
G-0244,WC-1950,M-1950-06,T-75,P-80623,17',17,0,first half,0,0
G-0245,WC-1950,M-1950-06,T-09,P-17754,32',32,0,first half,0,0
G-0246,WC-1950,M-1950-06,T-75,P-80623,88',88,0,second half,0,0
G-0247,WC-1950,M-1950-07,T-87,P-83431,20',20,0,first half,0,0
G-0248,WC-1950,M-1950-07,T-87,P-23914,23',23,0,first half,0,0
G-0249,WC-1950,M-1950-07,T-87,P-23914,51',51,0,second half,0,0
G-0250,WC-1950,M-1950-07,T-87,P-07620,81',81,0,second half,0,0
G-0251,WC-1950,M-1950-07,T-46,P-36858,89',89,0,second half,0,1
G-0252,WC-1950,M-1950-08,T-73,P-26928,17',17,0,first half,0,0
G-0253,WC-1950,M-1950-08,T-73,P-65220,30',30,0,first half,0,0
G-0254,WC-1950,M-1950-09,T-83,P-62622,38',38,0,first half,0,0
G-0255,WC-1950,M-1950-10,T-74,P-87073,17',17,0,first half,0,0
G-0256,WC-1950,M-1950-10,T-74,P-52190,26',26,0,first half,0,0
G-0257,WC-1950,M-1950-10,T-55,P-31665,35',35,0,first half,0,0
G-0258,WC-1950,M-1950-10,T-55,P-95911,74',74,0,second half,0,0
G-0259,WC-1950,M-1950-11,T-09,P-49381,4',4,0,first half,0,0
G-0260,WC-1950,M-1950-11,T-09,P-73743,69',69,0,second half,0,0
G-0261,WC-1950,M-1950-12,T-13,P-14657,16',16,0,first half,0,0
G-0262,WC-1950,M-1950-12,T-13,P-86320,32',32,0,first half,0,0
G-0263,WC-1950,M-1950-12,T-83,P-37569,47',47,0,second half,0,0
G-0264,WC-1950,M-1950-12,T-83,P-59276,48',48,0,second half,0,1
G-0265,WC-1950,M-1950-12,T-13,P-56453,54',54,0,second half,0,0
G-0266,WC-1950,M-1950-12,T-13,P-86320,60',60,0,second half,0,0
G-0267,WC-1950,M-1950-12,T-13,P-92243,82',82,0,second half,0,0
G-0268,WC-1950,M-1950-13,T-73,P-65220,48',48,0,second half,0,0
G-0269,WC-1950,M-1950-14,T-41,P-51460,12',12,0,first half,0,0
G-0270,WC-1950,M-1950-14,T-41,P-00152,62',62,0,second half,0,0
G-0271,WC-1950,M-1950-15,T-84,P-18523,14',14,0,first half,0,0
G-0272,WC-1950,M-1950-15,T-84,P-36239,18',18,0,first half,0,0
G-0273,WC-1950,M-1950-15,T-84,P-38873,23',23,0,first half,0,0
G-0274,WC-1950,M-1950-15,T-84,P-18523,40',40,0,first half,0,0
G-0275,WC-1950,M-1950-15,T-84,P-18523,51',51,0,second half,0,0
G-0276,WC-1950,M-1950-15,T-84,P-38873,54',54,0,second half,0,0
G-0277,WC-1950,M-1950-15,T-84,P-84660,83',83,0,second half,0,0
G-0278,WC-1950,M-1950-15,T-84,P-16302,87',87,0,second half,0,0
G-0279,WC-1950,M-1950-16,T-75,P-69750,10',10,0,first half,0,0
G-0280,WC-1950,M-1950-16,T-75,P-98547,44',44,0,first half,0,0
G-0281,WC-1950,M-1950-16,T-46,P-22131,89',89,0,second half,0,0
G-0282,WC-1950,M-1950-17,T-09,P-49381,17',17,0,first half,0,0
G-0283,WC-1950,M-1950-17,T-09,P-49381,36',36,0,first half,0,0
G-0284,WC-1950,M-1950-17,T-09,P-22428,39',39,0,first half,0,0
G-0285,WC-1950,M-1950-17,T-09,P-49381,52',52,0,second half,0,0
G-0286,WC-1950,M-1950-17,T-09,P-49381,58',58,0,second half,0,0
G-0287,WC-1950,M-1950-17,T-74,P-91027,67',67,0,second half,0,1
G-0288,WC-1950,M-1950-17,T-09,P-99436,85',85,0,second half,0,0
G-0289,WC-1950,M-1950-17,T-09,P-22428,88',88,0,second half,0,0
G-0290,WC-1950,M-1950-18,T-84,P-16302,29',29,0,first half,0,0
G-0291,WC-1950,M-1950-18,T-73,P-26928,37',37,0,first half,0,0
G-0292,WC-1950,M-1950-18,T-73,P-26928,39',39,0,first half,0,0
G-0293,WC-1950,M-1950-18,T-84,P-65940,73',73,0,second half,0,0
G-0294,WC-1950,M-1950-19,T-09,P-49381,15',15,0,first half,0,0
G-0295,WC-1950,M-1950-19,T-09,P-44754,21',21,0,first half,0,0
G-0296,WC-1950,M-1950-19,T-09,P-22428,31',31,0,first half,0,0
G-0297,WC-1950,M-1950-19,T-09,P-22428,55',55,0,second half,0,0
G-0298,WC-1950,M-1950-19,T-09,P-49381,57',57,0,second half,0,0
G-0299,WC-1950,M-1950-19,T-09,P-73743,67',67,0,second half,0,0
G-0300,WC-1950,M-1950-19,T-73,P-24336,71',71,0,second half,0,0
G-0301,WC-1950,M-1950-20,T-74,P-52190,5',5,0,first half,0,0
G-0302,WC-1950,M-1950-20,T-84,P-16302,39',39,0,first half,0,0
G-0303,WC-1950,M-1950-20,T-74,P-87073,40',40,0,first half,0,0
G-0304,WC-1950,M-1950-20,T-84,P-18523,77',77,0,second half,0,0
G-0305,WC-1950,M-1950-20,T-84,P-18523,85',85,0,second half,0,0
G-0306,WC-1950,M-1950-21,T-74,P-87073,15',15,0,first half,0,0
G-0307,WC-1950,M-1950-21,T-74,P-59295,33',33,0,first half,0,0
G-0308,WC-1950,M-1950-21,T-74,P-52190,80',80,0,second half,0,0
G-0309,WC-1950,M-1950-21,T-73,P-65220,82',82,0,second half,0,0
G-0310,WC-1950,M-1950-22,T-09,P-21738,47',47,0,second half,0,0
G-0311,WC-1950,M-1950-22,T-84,P-38873,66',66,0,second half,0,0
G-0312,WC-1950,M-1950-22,T-84,P-16302,79',79,0,second half,0,0
G-0313,WC-1954,M-1954-01,T-09,P-17754,23',23,0,first half,0,0
G-0314,WC-1954,M-1954-01,T-09,P-76740,30',30,0,first half,0,0
G-0315,WC-1954,M-1954-01,T-09,P-15387,34',34,0,first half,0,0
G-0316,WC-1954,M-1954-01,T-09,P-15387,43',43,0,first half,0,0
G-0317,WC-1954,M-1954-01,T-09,P-08966,69',69,0,second half,0,0
G-0318,WC-1954,M-1954-02,T-87,P-00042,15',15,0,first half,0,0
G-0319,WC-1954,M-1954-03,T-05,P-85257,33',33,0,first half,0,0
G-0320,WC-1954,M-1954-04,T-84,P-18523,71',71,0,second half,0,0
G-0321,WC-1954,M-1954-04,T-84,P-38873,84',84,0,second half,0,0
G-0322,WC-1954,M-1954-05,T-75,P-63738,18',18,0,first half,0,0
G-0323,WC-1954,M-1954-05,T-41,P-75209,44',44,0,first half,0,0
G-0324,WC-1954,M-1954-05,T-75,P-14406,78',78,0,second half,0,0
G-0325,WC-1954,M-1954-06,T-36,P-12676,12',12,0,first half,0,0
G-0326,WC-1954,M-1954-06,T-36,P-29493,18',18,0,first half,0,0
G-0327,WC-1954,M-1954-06,T-36,P-07028,24',24,0,first half,0,0
G-0328,WC-1954,M-1954-06,T-36,P-07028,36',36,0,first half,0,0
G-0329,WC-1954,M-1954-06,T-36,P-07028,50',50,0,second half,0,0
G-0330,WC-1954,M-1954-06,T-36,P-93334,59',59,0,second half,0,0
G-0331,WC-1954,M-1954-06,T-36,P-42138,75',75,0,second half,0,0
G-0332,WC-1954,M-1954-06,T-36,P-42138,83',83,0,second half,0,0
G-0333,WC-1954,M-1954-06,T-36,P-12676,89',89,0,second half,0,0
G-0334,WC-1954,M-1954-07,T-80,P-71884,2',2,0,first half,0,0
G-0335,WC-1954,M-1954-07,T-86,P-63184,14',14,0,first half,0,0
G-0336,WC-1954,M-1954-07,T-86,P-33698,52',52,0,second half,0,0
G-0337,WC-1954,M-1954-07,T-86,P-71954,60',60,0,second half,0,0
G-0338,WC-1954,M-1954-07,T-86,P-05766,84',84,0,second half,0,0
G-0339,WC-1954,M-1954-08,T-06,P-99158,5',5,0,first half,0,0
G-0340,WC-1954,M-1954-08,T-28,P-88758,26',26,0,first half,0,0
G-0341,WC-1954,M-1954-08,T-28,P-81234,36',36,0,first half,0,0
G-0342,WC-1954,M-1954-08,T-28,P-88758,63',63,0,second half,0,0
G-0343,WC-1954,M-1954-08,T-06,P-26664,67',67,0,second half,0,0
G-0344,WC-1954,M-1954-08,T-06,P-99158,71',71,0,second half,0,0
G-0345,WC-1954,M-1954-08,T-28,P-81234,91',91,0,"extra time, first half",0,0
G-0346,WC-1954,M-1954-08,T-06,P-49092,94',94,0,"extra time, first half",1,0
