booking_id,tournament_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,yellow_card,red_card,second_yellow_card,sending_off
B-1379,WC-2002,M-2002-38,T-74,P-42895,78',78,0,second half,1,0,0,0
B-1380,WC-2002,M-2002-39,T-55,P-42797,4',4,0,first half,1,0,1,1
B-1381,WC-2002,M-2002-39,T-69,P-06135,15',15,0,first half,1,0,0,0
B-1382,WC-2002,M-2002-39,T-69,P-31903,68',68,0,second half,1,0,0,0
B-1383,WC-2002,M-2002-39,T-69,P-30524,69',69,0,second half,1,0,0,0
B-1384,WC-2002,M-2002-39,T-69,P-84477,79',79,0,second half,1,0,0,0
B-1385,WC-2002,M-2002-39,T-69,P-74981,81',81,0,second half,0,1,0,1
B-1386,WC-2002,M-2002-40,T-70,P-72876,16',16,0,first half,1,0,0,0
B-1387,WC-2002,M-2002-40,T-70,P-14062,67',67,0,second half,1,0,0,0
B-1388,WC-2002,M-2002-40,T-70,P-22393,69',69,0,second half,1,0,0,0
B-1389,WC-2002,M-2002-40,T-70,P-65611,81',81,0,second half,1,0,0,0
B-1390,WC-2002,M-2002-41,T-09,P-91718,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1391,WC-2002,M-2002-42,T-80,P-52032,19',19,0,first half,1,0,0,0
B-1392,WC-2002,M-2002-42,T-80,P-46497,30',30,0,first half,1,0,0,0
B-1393,WC-2002,M-2002-42,T-14,P-83943,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1394,WC-2002,M-2002-42,T-14,P-37402,58',58,0,second half,0,1,0,1
B-1395,WC-2002,M-2002-42,T-14,P-12619,62',62,0,second half,1,0,0,0
B-1396,WC-2002,M-2002-42,T-80,P-23883,81',81,0,second half,1,0,0,0
B-1397,WC-2002,M-2002-43,T-18,P-87187,72',72,0,second half,1,0,0,0
B-1398,WC-2002,M-2002-43,T-25,P-99914,86',86,0,second half,1,0,0,0
B-1399,WC-2002,M-2002-43,T-18,P-29621,90'+2',90,2,"second half, stoppage time",1,0,0,0
B-1400,WC-2002,M-2002-44,T-46,P-92547,2',2,0,first half,1,0,0,0
B-1401,WC-2002,M-2002-44,T-41,P-88863,5',5,0,first half,1,0,0,0
B-1402,WC-2002,M-2002-44,T-41,P-45258,10',10,0,first half,1,0,0,0
B-1403,WC-2002,M-2002-44,T-41,P-42038,43',43,0,first half,1,0,0,0
B-1404,WC-2002,M-2002-44,T-41,P-42227,55',55,0,second half,1,0,0,0
B-1405,WC-2002,M-2002-44,T-41,P-01311,57',57,0,second half,1,0,0,0
B-1406,WC-2002,M-2002-44,T-46,P-52784,84',84,0,second half,1,0,0,0
B-1407,WC-2002,M-2002-45,T-62,P-27678,12',12,0,first half,1,0,0,0
B-1408,WC-2002,M-2002-45,T-62,P-79578,14',14,0,first half,1,0,0,0
B-1409,WC-2002,M-2002-45,T-06,P-46499,39',39,0,first half,1,0,0,0
B-1410,WC-2002,M-2002-45,T-62,P-51792,64',64,0,second half,1,0,0,0
B-1411,WC-2002,M-2002-45,T-62,P-53680,84',84,0,second half,1,0,0,0
B-1412,WC-2002,M-2002-46,T-79,P-89154,21',21,0,first half,1,0,0,0
B-1413,WC-2002,M-2002-46,T-79,P-10094,81',81,0,second half,1,0,0,0
B-1414,WC-2002,M-2002-47,T-57,P-13151,44',44,0,first half,1,0,0,0
B-1415,WC-2002,M-2002-47,T-57,P-06017,46',46,0,second half,1,0,0,0
B-1416,WC-2002,M-2002-47,T-57,P-93812,63',63,0,second half,1,0,0,0
B-1417,WC-2002,M-2002-47,T-83,P-34695,72',72,0,second half,1,0,0,0
B-1418,WC-2002,M-2002-47,T-57,P-75230,86',86,0,second half,1,0,0,0
B-1419,WC-2002,M-2002-48,T-58,P-37140,22',22,0,first half,1,0,1,1
B-1420,WC-2002,M-2002-48,T-71,P-96267,24',24,0,first half,1,0,0,0
B-1421,WC-2002,M-2002-48,T-58,P-70698,27',27,0,first half,0,1,0,1
B-1422,WC-2002,M-2002-48,T-71,P-56626,57',57,0,second half,1,0,0,0
B-1423,WC-2002,M-2002-48,T-71,P-51785,74',74,0,second half,1,0,0,0
B-1424,WC-2002,M-2002-48,T-58,P-73722,83',83,0,second half,1,0,0,0
B-1425,WC-2002,M-2002-48,T-71,P-26616,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1426,WC-2002,M-2002-49,T-55,P-17884,26',26,0,first half,1,1,0,1
B-1427,WC-2002,M-2002-49,T-31,P-32136,35',35,0,first half,1,0,0,0
B-1428,WC-2002,M-2002-49,T-55,P-98051,50',50,0,second half,1,0,0,0
B-1429,WC-2002,M-2002-49,T-31,P-73157,71',71,0,second half,1,0,0,0
B-1430,WC-2002,M-2002-49,T-31,P-84003,90'+2',90,2,"second half, stoppage time",1,0,0,0
B-1431,WC-2002,M-2002-50,T-22,P-37132,24',24,0,first half,1,0,0,0
B-1432,WC-2002,M-2002-50,T-28,P-68164,50',50,0,second half,1,0,0,0
B-1433,WC-2002,M-2002-51,T-65,P-37924,73',73,0,second half,1,0,0,0
B-1434,WC-2002,M-2002-51,T-65,P-91308,94',94,0,"extra time, first half",1,0,0,0
B-1435,WC-2002,M-2002-52,T-73,P-29082,62',62,0,second half,1,0,0,0
B-1436,WC-2002,M-2002-52,T-73,P-23800,87',87,0,second half,1,0,0,0
B-1437,WC-2002,M-2002-52,T-73,P-35246,89',89,0,second half,1,0,0,0
B-1438,WC-2002,M-2002-53,T-83,P-02842,26',26,0,first half,1,0,0,0
B-1439,WC-2002,M-2002-53,T-46,P-13917,37',37,0,first half,1,0,0,0
B-1440,WC-2002,M-2002-53,T-83,P-58649,47',47,0,second half,1,0,0,0
B-1441,WC-2002,M-2002-53,T-83,P-78068,50',50,0,second half,1,0,0,0
B-1442,WC-2002,M-2002-53,T-83,P-09888,53',53,0,second half,1,0,0,0
B-1443,WC-2002,M-2002-53,T-46,P-45941,67',67,0,second half,1,0,0,0
B-1444,WC-2002,M-2002-53,T-46,P-88428,70',70,0,second half,1,0,0,0
B-1445,WC-2002,M-2002-53,T-46,P-21495,81',81,0,second half,1,0,0,0
B-1446,WC-2002,M-2002-53,T-83,P-76191,83',83,0,second half,1,0,0,0
B-1447,WC-2002,M-2002-53,T-46,P-32594,84',84,0,second half,1,0,0,0
B-1448,WC-2002,M-2002-53,T-46,P-44763,88',88,0,second half,0,1,0,1
B-1449,WC-2002,M-2002-54,T-06,P-46499,24',24,0,first half,1,0,0,0
B-1450,WC-2002,M-2002-54,T-09,P-85176,28',28,0,first half,1,0,0,0
B-1451,WC-2002,M-2002-55,T-80,P-44850,21',21,0,first half,1,0,0,0
B-1452,WC-2002,M-2002-55,T-80,P-65298,44',44,0,first half,1,0,0,0
B-1453,WC-2002,M-2002-55,T-44,P-79993,45',45,0,first half,1,0,0,0
B-1454,WC-2002,M-2002-55,T-80,P-58212,90',90,0,second half,1,0,0,0
B-1455,WC-2002,M-2002-56,T-41,P-15450,4',4,0,first half,1,0,0,0
B-1456,WC-2002,M-2002-56,T-71,P-96267,17',17,0,first half,1,0,0,0
B-1457,WC-2002,M-2002-56,T-41,P-42038,22',22,0,first half,1,0,1,1
B-1458,WC-2002,M-2002-56,T-41,P-26847,55',55,0,second half,1,0,0,0
B-1459,WC-2002,M-2002-56,T-41,P-57378,59',59,0,second half,1,0,0,0
B-1460,WC-2002,M-2002-56,T-71,P-83544,80',80,0,second half,1,0,0,0
B-1461,WC-2002,M-2002-56,T-71,P-22338,99',99,0,"extra time, first half",1,0,0,0
B-1462,WC-2002,M-2002-56,T-71,P-07865,115',115,0,"extra time, second half",1,0,0,0
B-1463,WC-2002,M-2002-57,T-09,P-57361,57',57,0,second half,0,1,0,1
B-1464,WC-2002,M-2002-57,T-28,P-63916,75',75,0,second half,1,0,0,0
B-1465,WC-2002,M-2002-57,T-28,P-01249,86',86,0,second half,1,0,0,0
B-1466,WC-2002,M-2002-58,T-83,P-97784,40',40,0,first half,1,0,0,0
B-1467,WC-2002,M-2002-58,T-83,P-02842,41',41,0,first half,1,0,0,0
B-1468,WC-2002,M-2002-58,T-31,P-51287,66',66,0,second half,1,0,0,0
B-1469,WC-2002,M-2002-58,T-31,P-65108,68',68,0,second half,1,0,0,0
B-1470,WC-2002,M-2002-58,T-83,P-97459,68',68,0,second half,1,0,0,0
B-1471,WC-2002,M-2002-58,T-83,P-58649,69',69,0,second half,1,0,0,0
B-1472,WC-2002,M-2002-58,T-83,P-09888,70',70,0,second half,1,0,0,0
B-1473,WC-2002,M-2002-59,T-71,P-75255,52',52,0,second half,1,0,0,0
B-1474,WC-2002,M-2002-59,T-73,P-24963,53',53,0,second half,1,0,0,0
B-1475,WC-2002,M-2002-59,T-73,P-08514,111',111,0,"extra time, second half",1,0,0,0
B-1476,WC-2002,M-2002-60,T-65,P-27229,12',12,0,first half,1,0,0,0
B-1477,WC-2002,M-2002-60,T-80,P-46497,22',22,0,first half,1,0,0,0
B-1478,WC-2002,M-2002-60,T-65,P-95302,63',63,0,second half,1,0,0,0
B-1479,WC-2002,M-2002-60,T-80,P-41133,87',87,0,second half,1,0,0,0
B-1480,WC-2002,M-2002-61,T-31,P-84003,71',71,0,second half,1,0,0,0
B-1481,WC-2002,M-2002-61,T-31,P-55504,85',85,0,second half,1,0,0,0
B-1482,WC-2002,M-2002-61,T-71,P-66219,90',90,0,second half,1,0,0,0
B-1483,WC-2002,M-2002-62,T-09,P-45956,41',41,0,first half,1,0,0,0
B-1484,WC-2002,M-2002-62,T-80,P-63089,59',59,0,second half,1,0,0,0
B-1485,WC-2002,M-2002-62,T-80,P-23883,90',90,0,second half,1,0,0,0
B-1486,WC-2002,M-2002-63,T-71,P-60562,23',23,0,first half,1,0,0,0
B-1487,WC-2002,M-2002-63,T-80,P-63089,50',50,0,second half,1,0,0,0
B-1488,WC-2002,M-2002-63,T-80,P-61478,83',83,0,second half,1,0,0,0
B-1489,WC-2002,M-2002-64,T-09,P-66308,6',6,0,first half,1,0,0,0
B-1490,WC-2002,M-2002-64,T-31,P-27787,9',9,0,first half,1,0,0,0
B-1557,WC-2006,M-2006-01,T-17,P-30163,30',30,0,first half,1,0,0,0
B-1558,WC-2006,M-2006-02,T-25,P-98031,31',31,0,first half,1,0,0,0
B-1559,WC-2006,M-2006-02,T-57,P-95900,37',37,0,first half,1,0,0,0
B-1560,WC-2006,M-2006-02,T-25,P-42534,70',70,0,second half,1,0,0,0
B-1561,WC-2006,M-2006-03,T-28,P-62157,19',19,0,first half,1,0,0,0
B-1562,WC-2006,M-2006-03,T-55,P-71995,22',22,0,first half,1,0,0,0
B-1563,WC-2006,M-2006-03,T-28,P-77532,63',63,0,second half,1,0,0,0
B-1564,WC-2006,M-2006-04,T-78,P-86728,15',15,0,first half,1,0,1,1
B-1565,WC-2006,M-2006-04,T-78,P-94201,74',74,0,second half,1,0,0,0
B-1566,WC-2006,M-2006-04,T-74,P-42895,90',90,0,second half,1,0,0,0
B-1567,WC-2006,M-2006-05,T-03,P-38901,41',41,0,first half,1,0,0,0
B-1568,WC-2006,M-2006-05,T-03,P-64352,48',48,0,second half,1,0,0,0
B-1569,WC-2006,M-2006-05,T-42,P-92316,62',62,0,second half,1,0,0,0
B-1570,WC-2006,M-2006-05,T-03,P-48161,81',81,0,second half,1,0,0,0
B-1571,WC-2006,M-2006-05,T-42,P-99466,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1572,WC-2006,M-2006-06,T-67,P-22793,34',34,0,first half,1,0,0,0
B-1573,WC-2006,M-2006-06,T-48,P-21832,56',56,0,second half,1,0,0,0
B-1574,WC-2006,M-2006-06,T-67,P-50012,64',64,0,second half,1,0,0,0
B-1575,WC-2006,M-2006-06,T-67,P-50226,81',81,0,second half,1,0,0,0
B-1576,WC-2006,M-2006-06,T-48,P-28832,85',85,0,second half,1,0,0,0
B-1577,WC-2006,M-2006-06,T-67,P-41962,90',90,0,second half,1,0,0,0
B-1578,WC-2006,M-2006-07,T-46,P-89297,18',18,0,first half,1,0,0,0
B-1579,WC-2006,M-2006-07,T-38,P-59901,55',55,0,second half,1,0,0,0
B-1580,WC-2006,M-2006-07,T-46,P-97434,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1581,WC-2006,M-2006-08,T-58,P-70442,26',26,0,first half,1,0,0,0
B-1582,WC-2006,M-2006-08,T-02,P-61845,28',28,0,first half,1,0,0,0
B-1583,WC-2006,M-2006-08,T-02,P-03457,45'+3',45,3,"first half, stoppage time",1,0,0,0
B-1584,WC-2006,M-2006-08,T-02,P-88171,52',52,0,second half,1,0,0,0
B-1585,WC-2006,M-2006-08,T-58,P-62437,79',79,0,second half,1,0,0,0
B-1586,WC-2006,M-2006-09,T-44,P-11915,31',31,0,first half,1,0,0,0
B-1587,WC-2006,M-2006-09,T-04,P-63129,33',33,0,first half,1,0,0,0
B-1588,WC-2006,M-2006-09,T-44,P-56897,40',40,0,first half,1,0,0,0
B-1589,WC-2006,M-2006-09,T-04,P-66908,58',58,0,second half,1,0,0,0
B-1590,WC-2006,M-2006-09,T-44,P-65411,68',68,0,second half,1,0,0,0
B-1591,WC-2006,M-2006-09,T-04,P-44926,69',69,0,second half,1,0,0,0
B-1592,WC-2006,M-2006-09,T-04,P-59039,78',78,0,second half,1,0,0,0
B-1593,WC-2006,M-2006-10,T-83,P-87765,5',5,0,first half,1,0,0,0
B-1594,WC-2006,M-2006-10,T-20,P-54533,16',16,0,first half,1,0,0,0
B-1595,WC-2006,M-2006-10,T-20,P-36056,59',59,0,second half,1,0,0,0
B-1596,WC-2006,M-2006-10,T-83,P-97459,60',60,0,second half,1,0,0,0
B-1597,WC-2006,M-2006-10,T-20,P-29090,81',81,0,second half,1,0,0,0
B-1598,WC-2006,M-2006-10,T-20,P-86056,88',88,0,second half,1,0,0,0
B-1599,WC-2006,M-2006-11,T-41,P-65802,10',10,0,first half,1,0,0,0
B-1600,WC-2006,M-2006-11,T-32,P-50641,41',41,0,first half,1,0,0,0
B-1601,WC-2006,M-2006-11,T-41,P-22378,62',62,0,second half,1,0,0,0
B-1602,WC-2006,M-2006-11,T-32,P-38556,65',65,0,second half,1,0,0,0
B-1603,WC-2006,M-2006-11,T-41,P-38599,88',88,0,second half,1,0,0,0
B-1604,WC-2006,M-2006-12,T-77,P-03523,23',23,0,first half,1,0,1,1
B-1605,WC-2006,M-2006-12,T-77,P-80410,24',24,0,first half,1,0,0,0
B-1606,WC-2006,M-2006-12,T-71,P-94594,41',41,0,first half,1,0,0,0
B-1607,WC-2006,M-2006-12,T-71,P-22338,51',51,0,second half,1,0,0,0
B-1608,WC-2006,M-2006-12,T-77,P-08365,90'+2',90,2,"second half, stoppage time",1,0,0,0
B-1609,WC-2006,M-2006-13,T-75,P-82814,42',42,0,first half,1,0,0,0
B-1610,WC-2006,M-2006-13,T-75,P-87221,45',45,0,first half,1,0,0,0
B-1611,WC-2006,M-2006-13,T-75,P-10789,56',56,0,second half,1,0,0,0
B-1612,WC-2006,M-2006-13,T-30,P-04469,64',64,0,second half,1,0,0,0
B-1613,WC-2006,M-2006-13,T-30,P-56430,72',72,0,second half,1,0,0,0
B-1614,WC-2006,M-2006-13,T-75,P-11817,72',72,0,second half,1,0,0,0
B-1615,WC-2006,M-2006-13,T-30,P-23315,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1616,WC-2006,M-2006-13,T-75,P-61684,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1617,WC-2006,M-2006-14,T-18,P-84378,32',32,0,first half,1,0,0,0
B-1618,WC-2006,M-2006-14,T-09,P-52008,42',42,0,first half,1,0,0,0
B-1619,WC-2006,M-2006-14,T-18,P-61666,67',67,0,second half,1,0,0,0
B-1620,WC-2006,M-2006-14,T-18,P-42144,90',90,0,second half,1,0,0,0
B-1621,WC-2006,M-2006-15,T-81,P-07368,17',17,0,first half,1,0,0,0
B-1622,WC-2006,M-2006-15,T-81,P-27508,47',47,0,second half,0,1,0,1
B-1623,WC-2006,M-2006-15,T-81,P-35676,52',52,0,second half,1,0,0,0
B-1624,WC-2006,M-2006-16,T-79,P-72448,35',35,0,first half,1,0,0,0
B-1625,WC-2006,M-2006-16,T-79,P-89154,36',36,0,first half,1,0,0,0
B-1626,WC-2006,M-2006-16,T-79,P-63068,65',65,0,second half,1,0,0,0
B-1627,WC-2006,M-2006-16,T-79,P-27618,79',79,0,second half,1,0,0,0
B-1628,WC-2006,M-2006-17,T-57,P-49007,3',3,0,first half,1,0,0,0
B-1629,WC-2006,M-2006-17,T-57,P-05425,28',28,0,first half,1,0,1,1
B-1630,WC-2006,M-2006-17,T-31,P-84003,58',58,0,second half,1,0,0,0
B-1631,WC-2006,M-2006-17,T-31,P-24324,68',68,0,second half,1,0,0,0
B-1632,WC-2006,M-2006-17,T-31,P-04065,70',70,0,second half,1,0,0,0
B-1633,WC-2006,M-2006-17,T-57,P-32695,89',89,0,second half,1,0,0,0
B-1634,WC-2006,M-2006-18,T-17,P-50749,10',10,0,first half,1,0,0,0
B-1635,WC-2006,M-2006-18,T-17,P-26474,28',28,0,first half,1,0,0,0
B-1636,WC-2006,M-2006-18,T-25,P-96174,44',44,0,first half,1,0,0,0
B-1637,WC-2006,M-2006-18,T-25,P-92146,54',54,0,second half,1,0,0,0
B-1638,WC-2006,M-2006-18,T-25,P-18894,60',60,0,second half,1,0,0,0
B-1639,WC-2006,M-2006-19,T-78,P-22492,18',18,0,first half,1,0,0,0
B-1640,WC-2006,M-2006-19,T-78,P-77687,19',19,0,first half,1,0,0,0
B-1641,WC-2006,M-2006-19,T-78,P-33665,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1642,WC-2006,M-2006-19,T-78,P-09117,47',47,0,second half,1,0,0,0
B-1643,WC-2006,M-2006-19,T-78,P-40120,55',55,0,second half,1,0,0,0
B-1644,WC-2006,M-2006-19,T-28,P-65534,64',64,0,second half,1,0,0,0
B-1645,WC-2006,M-2006-20,T-55,P-82458,3',3,0,first half,1,0,0,0
B-1646,WC-2006,M-2006-20,T-74,P-05583,14',14,0,first half,1,0,0,0
B-1647,WC-2006,M-2006-20,T-74,P-30568,48',48,0,second half,1,0,0,0
B-1648,WC-2006,M-2006-20,T-55,P-17884,51',51,0,second half,1,0,0,0
B-1649,WC-2006,M-2006-20,T-55,P-00429,54',54,0,second half,1,0,0,0
B-1650,WC-2006,M-2006-20,T-74,P-45212,60',60,0,second half,1,0,0,0
B-1651,WC-2006,M-2006-20,T-55,P-42797,74',74,0,second half,1,0,0,0
B-1652,WC-2006,M-2006-20,T-55,P-44396,85',85,0,second half,1,0,0,0
B-1653,WC-2006,M-2006-21,T-67,P-50012,7',7,0,first half,1,0,0,0
B-1654,WC-2006,M-2006-21,T-67,P-85128,27',27,0,first half,1,0,0,0
B-1655,WC-2006,M-2006-21,T-03,P-19888,36',36,0,first half,1,0,0,0
B-1656,WC-2006,M-2006-21,T-67,P-55456,42',42,0,first half,1,0,0,0
B-1657,WC-2006,M-2006-21,T-67,P-37893,65',65,0,second half,0,1,0,1
B-1658,WC-2006,M-2006-22,T-42,P-48968,25',25,0,first half,1,0,0,0
B-1659,WC-2006,M-2006-22,T-48,P-23705,34',34,0,first half,1,0,0,0
B-1660,WC-2006,M-2006-22,T-48,P-40197,35',35,0,first half,1,0,0,0
B-1661,WC-2006,M-2006-22,T-42,P-99466,41',41,0,first half,1,0,0,0
B-1662,WC-2006,M-2006-22,T-48,P-69700,58',58,0,second half,1,0,0,0
B-1663,WC-2006,M-2006-22,T-42,P-08544,66',66,0,second half,1,0,0,0
B-1664,WC-2006,M-2006-22,T-48,P-18113,90'+4',90,4,"second half, stoppage time",1,0,0,0
B-1665,WC-2006,M-2006-23,T-02,P-75104,13',13,0,first half,1,0,0,0
B-1666,WC-2006,M-2006-23,T-02,P-88171,44',44,0,first half,1,0,1,1
B-1667,WC-2006,M-2006-23,T-02,P-95366,50',50,0,second half,1,0,0,0
B-1668,WC-2006,M-2006-23,T-46,P-10860,59',59,0,second half,1,0,0,0
B-1669,WC-2006,M-2006-23,T-02,P-24930,86',86,0,second half,1,0,0,0
B-1670,WC-2006,M-2006-24,T-38,P-59901,20',20,0,first half,1,0,0,0
B-1671,WC-2006,M-2006-24,T-38,P-16154,32',32,0,first half,1,0,0,0
B-1672,WC-2006,M-2006-24,T-58,P-57982,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1673,WC-2006,M-2006-24,T-58,P-96343,48',48,0,second half,1,0,0,0
B-1674,WC-2006,M-2006-24,T-58,P-80908,61',61,0,second half,1,0,0,0
B-1675,WC-2006,M-2006-24,T-38,P-55405,73',73,0,second half,1,0,0,0
B-1676,WC-2006,M-2006-24,T-38,P-20762,88',88,0,second half,1,0,0,0
B-1677,WC-2006,M-2006-25,T-32,P-23846,18',18,0,first half,1,0,0,0
B-1678,WC-2006,M-2006-25,T-32,P-12805,37',37,0,first half,1,0,0,0
B-1679,WC-2006,M-2006-25,T-20,P-36056,49',49,0,second half,1,0,0,0
B-1680,WC-2006,M-2006-25,T-20,P-91280,65',65,0,second half,0,1,0,1
B-1681,WC-2006,M-2006-25,T-32,P-38556,66',66,0,second half,1,0,0,0
B-1682,WC-2006,M-2006-25,T-32,P-49882,75',75,0,second half,1,0,0,0
B-1683,WC-2006,M-2006-25,T-32,P-50641,84',84,0,second half,1,0,0,0
B-1684,WC-2006,M-2006-25,T-32,P-00384,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1685,WC-2006,M-2006-26,T-41,P-42038,5',5,0,first half,1,0,0,0
B-1686,WC-2006,M-2006-26,T-83,P-02842,21',21,0,first half,1,0,1,1
B-1687,WC-2006,M-2006-26,T-41,P-65802,28',28,0,first half,0,1,0,1
B-1688,WC-2006,M-2006-26,T-83,P-58649,45',45,0,first half,0,1,0,1
B-1689,WC-2006,M-2006-26,T-41,P-42227,70',70,0,second half,1,0,0,0
B-1690,WC-2006,M-2006-27,T-44,P-11915,21',21,0,first half,1,0,0,0
B-1691,WC-2006,M-2006-27,T-18,P-61666,32',32,0,first half,1,0,0,0
B-1692,WC-2006,M-2006-27,T-44,P-54298,42',42,0,first half,1,0,0,0
B-1693,WC-2006,M-2006-27,T-18,P-97008,69',69,0,second half,1,0,0,0
B-1694,WC-2006,M-2006-27,T-44,P-42311,72',72,0,second half,1,0,0,0
B-1695,WC-2006,M-2006-28,T-04,P-83566,13',13,0,first half,1,0,0,0
B-1696,WC-2006,M-2006-28,T-09,P-91718,29',29,0,first half,1,0,0,0
B-1697,WC-2006,M-2006-28,T-09,P-62722,31',31,0,first half,1,0,0,0
B-1698,WC-2006,M-2006-28,T-04,P-21864,39',39,0,first half,1,0,0,0
B-1699,WC-2006,M-2006-28,T-09,P-13354,83',83,0,second half,1,0,0,0
B-1700,WC-2006,M-2006-29,T-71,P-92775,11',11,0,first half,1,0,0,0
B-1701,WC-2006,M-2006-29,T-71,P-61550,29',29,0,first half,1,0,0,0
B-1702,WC-2006,M-2006-29,T-30,P-04469,79',79,0,second half,1,0,0,0
B-1703,WC-2006,M-2006-29,T-30,P-56430,85',85,0,second half,1,0,0,0
B-1704,WC-2006,M-2006-30,T-77,P-57309,45',45,0,first half,1,0,0,0
B-1705,WC-2006,M-2006-30,T-77,P-48772,47',47,0,second half,1,0,0,0
B-1706,WC-2006,M-2006-30,T-77,P-80410,53',53,0,second half,1,0,0,0
B-1707,WC-2006,M-2006-30,T-75,P-17148,90'+2',90,2,"second half, stoppage time",1,0,0,0
B-1708,WC-2006,M-2006-31,T-81,P-17420,22',22,0,first half,1,0,0,0
B-1709,WC-2006,M-2006-31,T-63,P-53448,41',41,0,first half,1,0,0,0
B-1710,WC-2006,M-2006-31,T-63,P-00585,57',57,0,second half,1,0,0,0
B-1711,WC-2006,M-2006-31,T-63,P-50973,73',73,0,second half,1,0,0,0
B-1712,WC-2006,M-2006-31,T-81,P-98387,77',77,0,second half,1,0,0,0
B-1713,WC-2006,M-2006-31,T-81,P-18200,89',89,0,second half,1,0,0,0
B-1714,WC-2006,M-2006-32,T-73,P-51089,30',30,0,first half,1,0,0,0
B-1715,WC-2006,M-2006-32,T-79,P-40581,32',32,0,first half,1,0,0,0
B-1716,WC-2006,M-2006-32,T-79,P-82870,40',40,0,first half,1,0,0,0
B-1717,WC-2006,M-2006-32,T-79,P-76769,70',70,0,second half,1,0,0,0
B-1718,WC-2006,M-2006-32,T-79,P-33293,81',81,0,second half,1,0,0,0
B-1719,WC-2006,M-2006-32,T-79,P-00640,85',85,0,second half,1,0,0,0
B-1720,WC-2006,M-2006-32,T-73,P-81297,89',89,0,second half,1,0,0,0
B-1721,WC-2006,M-2006-32,T-79,P-61850,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1722,WC-2006,M-2006-33,T-17,P-52458,17',17,0,first half,1,0,0,0
B-1723,WC-2006,M-2006-33,T-57,P-52481,18',18,0,first half,1,0,0,0
B-1724,WC-2006,M-2006-33,T-57,P-46873,24',24,0,first half,1,0,0,0
B-1725,WC-2006,M-2006-33,T-57,P-15578,29',29,0,first half,1,0,0,0
B-1726,WC-2006,M-2006-33,T-17,P-50749,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1727,WC-2006,M-2006-33,T-17,P-55170,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1728,WC-2006,M-2006-33,T-17,P-97927,56',56,0,second half,1,0,0,0
B-1729,WC-2006,M-2006-33,T-57,P-12680,60',60,0,second half,1,0,0,0
B-1730,WC-2006,M-2006-33,T-17,P-12856,76',76,0,second half,1,0,0,0
B-1731,WC-2006,M-2006-33,T-57,P-32695,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1732,WC-2006,M-2006-34,T-25,P-49265,52',52,0,second half,1,0,0,0
B-1733,WC-2006,M-2006-34,T-31,P-08154,75',75,0,second half,1,0,0,0
B-1734,WC-2006,M-2006-35,T-55,P-42797,30',30,0,first half,1,0,0,0
B-1735,WC-2006,M-2006-35,T-78,P-52480,45',45,0,first half,1,0,0,0
B-1736,WC-2006,M-2006-35,T-78,P-77687,48',48,0,second half,1,0,0,0
B-1737,WC-2006,M-2006-35,T-55,P-35595,54',54,0,second half,1,0,0,0
B-1738,WC-2006,M-2006-36,T-28,P-61216,76',76,0,second half,1,0,0,0
B-1739,WC-2006,M-2006-36,T-74,P-42808,83',83,0,second half,1,0,0,0
B-1740,WC-2006,M-2006-36,T-74,P-84022,87',87,0,second half,1,0,0,0
B-1741,WC-2006,M-2006-37,T-02,P-03457,22',22,0,first half,1,0,0,0
B-1742,WC-2006,M-2006-37,T-38,P-16154,37',37,0,first half,1,0,0,0
B-1743,WC-2006,M-2006-37,T-02,P-74131,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1744,WC-2006,M-2006-37,T-38,P-20969,55',55,0,second half,1,0,0,0
B-1745,WC-2006,M-2006-37,T-02,P-95366,67',67,0,second half,1,0,0,0
B-1746,WC-2006,M-2006-37,T-38,P-34386,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1747,WC-2006,M-2006-38,T-46,P-11191,22',22,0,first half,1,0,0,0
B-1748,WC-2006,M-2006-38,T-58,P-28497,26',26,0,first half,1,0,0,0
B-1749,WC-2006,M-2006-38,T-46,P-17445,27',27,0,first half,1,0,1,1
B-1750,WC-2006,M-2006-38,T-46,P-44763,65',65,0,second half,1,0,0,0
B-1751,WC-2006,M-2006-38,T-58,P-17581,69',69,0,second half,1,0,0,0
B-1752,WC-2006,M-2006-38,T-46,P-30651,87',87,0,second half,1,0,0,0
B-1753,WC-2006,M-2006-38,T-58,P-68375,88',88,0,second half,1,0,0,0
B-1754,WC-2006,M-2006-38,T-58,P-57631,90'+1',90,1,"second half, stoppage time",1,0,0,0
