booking_id,tournament_id,match_id,team_id,player_id,minute_label,minute_regulation,minute_stoppage,match_period,yellow_card,red_card,second_yellow_card,sending_off
B-1067,WC-1998,M-1998-31,T-79,P-89154,16',16,0,first half,1,0,0,0
B-1068,WC-1998,M-1998-31,T-16,P-21571,18',18,0,first half,1,0,0,0
B-1069,WC-1998,M-1998-31,T-79,P-44011,83',83,0,second half,1,0,0,0
B-1070,WC-1998,M-1998-32,T-61,P-30739,4',4,0,first half,1,0,0,0
B-1071,WC-1998,M-1998-32,T-61,P-19537,47',47,0,second half,1,0,0,0
B-1072,WC-1998,M-1998-32,T-61,P-16780,78',78,0,second half,1,0,0,0
B-1073,WC-1998,M-1998-32,T-61,P-48638,88',88,0,second half,1,0,0,0
B-1074,WC-1998,M-1998-33,T-11,P-98173,8',8,0,first half,1,1,0,1
B-1075,WC-1998,M-1998-33,T-13,P-91710,50',50,0,second half,1,0,0,0
B-1076,WC-1998,M-1998-33,T-13,P-79494,55',55,0,second half,1,0,0,0
B-1077,WC-1998,M-1998-33,T-13,P-16244,66',66,0,second half,1,0,0,0
B-1078,WC-1998,M-1998-33,T-11,P-38724,88',88,0,second half,0,1,0,1
B-1079,WC-1998,M-1998-33,T-13,P-30572,89',89,0,second half,1,0,0,0
B-1080,WC-1998,M-1998-34,T-05,P-77565,3',3,0,first half,1,0,0,0
B-1081,WC-1998,M-1998-34,T-05,P-28521,35',35,0,first half,1,0,0,0
B-1082,WC-1998,M-1998-34,T-05,P-77198,43',43,0,first half,1,0,0,0
B-1083,WC-1998,M-1998-34,T-41,P-43222,87',87,0,second half,1,0,0,0
B-1084,WC-1998,M-1998-34,T-05,P-66639,88',88,0,second half,1,0,0,0
B-1085,WC-1998,M-1998-35,T-53,P-61579,54',54,0,second half,1,0,0,0
B-1086,WC-1998,M-1998-35,T-53,P-03442,61',61,0,second half,1,0,0,0
B-1087,WC-1998,M-1998-36,T-64,P-00189,21',21,0,first half,1,0,0,0
B-1088,WC-1998,M-1998-36,T-64,P-74264,53',53,0,second half,0,1,0,1
B-1089,WC-1998,M-1998-36,T-47,P-78077,81',81,0,second half,1,0,0,0
B-1090,WC-1998,M-1998-37,T-30,P-54985,53',53,0,second half,1,0,0,0
B-1091,WC-1998,M-1998-37,T-30,P-96540,62',62,0,second half,1,0,0,0
B-1092,WC-1998,M-1998-37,T-22,P-90473,65',65,0,second half,1,0,0,0
B-1093,WC-1998,M-1998-37,T-22,P-37132,78',78,0,second half,1,0,0,0
B-1094,WC-1998,M-1998-38,T-63,P-17941,30',30,0,first half,1,0,0,0
B-1095,WC-1998,M-1998-38,T-70,P-02423,38',38,0,first half,1,0,0,0
B-1096,WC-1998,M-1998-38,T-70,P-56543,65',65,0,second half,1,0,0,0
B-1097,WC-1998,M-1998-39,T-50,P-39450,25',25,0,first half,1,0,0,0
B-1098,WC-1998,M-1998-39,T-50,P-72134,38',38,0,first half,1,0,0,0
B-1099,WC-1998,M-1998-40,T-73,P-08700,16',16,0,first half,1,0,0,0
B-1100,WC-1998,M-1998-40,T-10,P-99418,45',45,0,first half,1,0,0,0
B-1101,WC-1998,M-1998-40,T-73,P-60964,73',73,0,second half,1,0,0,0
B-1102,WC-1998,M-1998-40,T-10,P-41316,85',85,0,second half,1,0,0,0
B-1103,WC-1998,M-1998-41,T-71,P-96267,48',48,0,second half,1,0,0,0
B-1104,WC-1998,M-1998-41,T-06,P-10129,65',65,0,second half,1,0,0,0
B-1105,WC-1998,M-1998-41,T-71,P-65241,67',67,0,second half,1,0,0,0
B-1106,WC-1998,M-1998-41,T-71,P-84722,83',83,0,second half,1,0,0,0
B-1107,WC-1998,M-1998-41,T-71,P-66219,83',83,0,second half,1,0,0,0
B-1108,WC-1998,M-1998-42,T-46,P-72763,18',18,0,first half,1,0,0,0
B-1109,WC-1998,M-1998-42,T-48,P-46061,21',21,0,first half,1,0,0,0
B-1110,WC-1998,M-1998-42,T-48,P-92458,46',46,0,second half,1,0,0,0
B-1111,WC-1998,M-1998-42,T-46,P-45941,46',46,0,second half,1,0,0,0
B-1112,WC-1998,M-1998-42,T-46,P-32594,58',58,0,second half,1,0,0,0
B-1113,WC-1998,M-1998-42,T-46,P-50252,68',68,0,second half,1,0,0,0
B-1114,WC-1998,M-1998-42,T-46,P-21741,89',89,0,second half,0,1,0,1
B-1115,WC-1998,M-1998-43,T-31,P-91373,31',31,0,first half,1,0,0,0
B-1116,WC-1998,M-1998-43,T-31,P-77552,45',45,0,first half,1,0,0,0
B-1117,WC-1998,M-1998-43,T-38,P-38371,47',47,0,second half,1,0,0,0
B-1118,WC-1998,M-1998-44,T-83,P-97459,13',13,0,first half,1,0,0,0
B-1119,WC-1998,M-1998-44,T-87,P-22793,41',41,0,first half,1,0,0,0
B-1120,WC-1998,M-1998-44,T-87,P-85140,61',61,0,second half,1,0,0,0
B-1121,WC-1998,M-1998-45,T-18,P-85355,20',20,0,first half,1,0,0,0
B-1122,WC-1998,M-1998-45,T-03,P-00065,23',23,0,first half,1,0,0,0
B-1123,WC-1998,M-1998-45,T-03,P-83403,35',35,0,first half,1,0,0,0
B-1124,WC-1998,M-1998-45,T-18,P-37461,43',43,0,first half,1,0,0,0
B-1125,WC-1998,M-1998-45,T-18,P-05779,47',47,0,second half,1,0,0,0
B-1126,WC-1998,M-1998-45,T-18,P-26414,58',58,0,second half,1,0,0,0
B-1127,WC-1998,M-1998-45,T-03,P-65019,68',68,0,second half,1,0,0,0
B-1128,WC-1998,M-1998-46,T-44,P-03376,4',4,0,first half,1,0,0,0
B-1129,WC-1998,M-1998-46,T-43,P-06565,78',78,0,second half,1,0,0,0
B-1130,WC-1998,M-1998-46,T-43,P-61134,88',88,0,second half,1,0,0,0
B-1131,WC-1998,M-1998-47,T-16,P-80178,20',20,0,first half,1,0,0,0
B-1132,WC-1998,M-1998-47,T-28,P-63916,22',22,0,first half,1,0,0,0
B-1133,WC-1998,M-1998-47,T-16,P-76247,86',86,0,second half,1,0,0,0
B-1134,WC-1998,M-1998-47,T-16,P-71020,89',89,0,second half,1,0,0,0
B-1135,WC-1998,M-1998-47,T-28,P-63416,89',89,0,second half,1,0,0,0
B-1136,WC-1998,M-1998-48,T-79,P-22242,28',28,0,first half,1,0,0,0
B-1137,WC-1998,M-1998-48,T-79,P-58711,57',57,0,second half,1,0,0,0
B-1138,WC-1998,M-1998-49,T-53,P-99732,35',35,0,first half,1,0,0,0
B-1139,WC-1998,M-1998-49,T-41,P-69680,38',38,0,first half,1,0,0,0
B-1140,WC-1998,M-1998-49,T-53,P-48934,54',54,0,second half,1,0,0,0
B-1141,WC-1998,M-1998-49,T-53,P-72296,62',62,0,second half,1,0,0,0
B-1142,WC-1998,M-1998-49,T-41,P-42659,84',84,0,second half,1,0,0,0
B-1143,WC-1998,M-1998-49,T-41,P-43222,89',89,0,second half,1,0,0,0
B-1144,WC-1998,M-1998-50,T-13,P-80753,34',34,0,first half,1,0,0,0
B-1145,WC-1998,M-1998-50,T-09,P-72471,45',45,0,first half,1,0,0,0
B-1146,WC-1998,M-1998-50,T-13,P-26025,45',45,0,first half,1,0,0,0
B-1147,WC-1998,M-1998-50,T-09,P-91718,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1148,WC-1998,M-1998-51,T-55,P-36426,19',19,0,first half,1,0,0,0
B-1149,WC-1998,M-1998-51,T-55,P-40108,23',23,0,first half,1,0,0,0
B-1150,WC-1998,M-1998-51,T-55,P-52469,32',32,0,first half,1,0,0,0
B-1151,WC-1998,M-1998-51,T-55,P-76678,84',84,0,second half,1,0,0,0
B-1152,WC-1998,M-1998-51,T-55,P-03217,99',99,0,"extra time, first half",1,0,0,0
B-1153,WC-1998,M-1998-52,T-22,P-77711,24',24,0,first half,1,0,0,0
B-1154,WC-1998,M-1998-52,T-50,P-83122,49',49,0,second half,1,0,0,0
B-1155,WC-1998,M-1998-53,T-31,P-83522,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1156,WC-1998,M-1998-53,T-31,P-49502,56',56,0,second half,1,0,0,0
B-1157,WC-1998,M-1998-53,T-46,P-83344,57',57,0,second half,1,0,0,0
B-1158,WC-1998,M-1998-53,T-31,P-15678,77',77,0,second half,1,0,0,0
B-1159,WC-1998,M-1998-53,T-46,P-88428,87',87,0,second half,1,0,0,0
B-1160,WC-1998,M-1998-53,T-31,P-35902,88',88,0,second half,1,0,0,0
B-1161,WC-1998,M-1998-54,T-87,P-93318,38',38,0,first half,1,0,0,0
B-1162,WC-1998,M-1998-54,T-87,P-12268,52',52,0,second half,1,0,0,0
B-1163,WC-1998,M-1998-54,T-87,P-80898,73',73,0,second half,1,0,0,0
B-1164,WC-1998,M-1998-55,T-18,P-05779,27',27,0,first half,1,0,0,0
B-1165,WC-1998,M-1998-55,T-61,P-19537,43',43,0,first half,1,0,0,0
B-1166,WC-1998,M-1998-55,T-61,P-12625,70',70,0,second half,1,0,0,0
B-1167,WC-1998,M-1998-55,T-18,P-85355,70',70,0,second half,1,0,0,0
B-1168,WC-1998,M-1998-55,T-61,P-70680,81',81,0,second half,1,0,0,0
B-1169,WC-1998,M-1998-56,T-28,P-13285,5',5,0,first half,1,0,0,0
B-1170,WC-1998,M-1998-56,T-28,P-15550,10',10,0,first half,1,0,0,0
B-1171,WC-1998,M-1998-56,T-03,P-62209,44',44,0,first half,1,0,0,0
B-1172,WC-1998,M-1998-56,T-03,P-06370,47',47,0,second half,1,0,0,0
B-1173,WC-1998,M-1998-56,T-28,P-81049,47',47,0,second half,0,1,0,1
B-1174,WC-1998,M-1998-56,T-03,P-88203,73',73,0,second half,1,0,0,0
B-1175,WC-1998,M-1998-56,T-03,P-81085,120',120,0,"extra time, second half",1,0,0,0
B-1176,WC-1998,M-1998-57,T-41,P-83836,26',26,0,first half,1,0,0,0
B-1177,WC-1998,M-1998-57,T-41,P-29143,28',28,0,first half,1,0,0,0
B-1178,WC-1998,M-1998-57,T-30,P-26820,53',53,0,second half,1,0,0,0
B-1179,WC-1998,M-1998-57,T-30,P-61954,62',62,0,second half,1,0,0,0
B-1180,WC-1998,M-1998-57,T-41,P-36036,113',113,0,"extra time, second half",1,0,0,0
B-1181,WC-1998,M-1998-58,T-09,P-85176,11',11,0,first half,1,0,0,0
B-1182,WC-1998,M-1998-58,T-22,P-72404,19',19,0,first half,1,0,0,0
B-1183,WC-1998,M-1998-58,T-09,P-56505,37',37,0,first half,1,0,0,0
B-1184,WC-1998,M-1998-58,T-22,P-90473,39',39,0,first half,1,0,0,0
B-1185,WC-1998,M-1998-58,T-22,P-37132,72',72,0,second half,1,0,0,0
B-1186,WC-1998,M-1998-58,T-09,P-91718,81',81,0,second half,1,0,0,0
B-1187,WC-1998,M-1998-59,T-48,P-46061,10',10,0,first half,1,0,0,0
B-1188,WC-1998,M-1998-59,T-48,P-92458,17',17,0,first half,1,0,1,1
B-1189,WC-1998,M-1998-59,T-03,P-28816,22',22,0,first half,1,0,0,0
B-1190,WC-1998,M-1998-59,T-03,P-82949,60',60,0,second half,1,0,0,0
B-1191,WC-1998,M-1998-59,T-03,P-00065,86',86,0,second half,1,1,0,1
B-1192,WC-1998,M-1998-60,T-18,P-41724,13',13,0,first half,1,0,0,0
B-1193,WC-1998,M-1998-60,T-31,P-78998,18',18,0,first half,1,0,0,0
B-1194,WC-1998,M-1998-60,T-31,P-15678,37',37,0,first half,1,0,0,0
B-1195,WC-1998,M-1998-60,T-31,P-53262,40',40,0,first half,0,1,0,1
B-1196,WC-1998,M-1998-60,T-18,P-58374,57',57,0,second half,1,0,0,0
B-1197,WC-1998,M-1998-61,T-09,P-63053,31',31,0,first half,1,0,0,0
B-1198,WC-1998,M-1998-61,T-09,P-03658,45',45,0,first half,1,0,0,0
B-1199,WC-1998,M-1998-61,T-48,P-27926,48',48,0,second half,1,0,0,0
B-1200,WC-1998,M-1998-61,T-48,P-45916,60',60,0,second half,1,0,0,0
B-1201,WC-1998,M-1998-61,T-48,P-88340,90',90,0,second half,1,0,0,0
B-1202,WC-1998,M-1998-61,T-48,P-88946,119',119,0,"extra time, second half",1,0,0,0
B-1203,WC-1998,M-1998-62,T-18,P-21803,45',45,0,first half,1,0,0,0
B-1204,WC-1998,M-1998-62,T-30,P-74952,74',74,0,second half,0,1,0,1
B-1205,WC-1998,M-1998-62,T-18,P-75377,75',75,0,second half,1,0,0,0
B-1206,WC-1998,M-1998-62,T-18,P-41724,88',88,0,second half,1,0,0,0
B-1207,WC-1998,M-1998-63,T-18,P-76217,34',34,0,first half,1,0,0,0
B-1208,WC-1998,M-1998-63,T-18,P-98512,52',52,0,second half,1,0,0,0
B-1209,WC-1998,M-1998-63,T-18,P-21803,69',69,0,second half,1,0,0,0
B-1210,WC-1998,M-1998-63,T-18,P-75377,74',74,0,second half,1,0,0,0
B-1211,WC-1998,M-1998-63,T-48,P-27957,89',89,0,second half,1,0,0,0
B-1212,WC-1998,M-1998-63,T-48,P-45916,89',89,0,second half,1,0,0,0
B-1213,WC-1998,M-1998-64,T-09,P-09547,33',33,0,first half,1,0,0,0
B-1214,WC-1998,M-1998-64,T-30,P-61954,39',39,0,first half,1,0,0,0
B-1215,WC-1998,M-1998-64,T-30,P-79380,48',48,0,second half,1,0,1,1
B-1216,WC-1998,M-1998-64,T-30,P-28482,56',56,0,second half,1,0,0,0
B-1217,WC-2002,M-2002-01,T-30,P-40400,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1218,WC-2002,M-2002-01,T-65,P-95302,51',51,0,second half,1,0,0,0
B-1219,WC-2002,M-2002-02,T-60,P-15705,30',30,0,first half,1,0,0,0
B-1220,WC-2002,M-2002-02,T-60,P-56778,51',51,0,second half,1,0,0,0
B-1221,WC-2002,M-2002-02,T-60,P-19727,82',82,0,second half,1,0,0,0
B-1222,WC-2002,M-2002-02,T-11,P-07520,89',89,0,second half,1,0,0,0
B-1223,WC-2002,M-2002-03,T-84,P-17321,25',25,0,first half,1,0,0,0
B-1224,WC-2002,M-2002-03,T-22,P-79273,34',34,0,first half,1,0,0,0
B-1225,WC-2002,M-2002-03,T-22,P-27808,51',51,0,second half,1,0,0,0
B-1226,WC-2002,M-2002-04,T-31,P-67544,43',43,0,first half,1,0,0,0
B-1227,WC-2002,M-2002-04,T-31,P-35902,83',83,0,second half,1,0,0,0
B-1228,WC-2002,M-2002-04,T-63,P-90435,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1229,WC-2002,M-2002-05,T-03,P-76131,51',51,0,second half,1,0,0,0
B-1230,WC-2002,M-2002-05,T-50,P-06935,73',73,0,second half,1,0,0,0
B-1231,WC-2002,M-2002-05,T-03,P-06370,90',90,0,second half,1,0,0,0
B-1232,WC-2002,M-2002-06,T-70,P-65611,3',3,0,first half,1,0,0,0
B-1233,WC-2002,M-2002-06,T-70,P-65806,9',9,0,first half,1,0,0,0
B-1234,WC-2002,M-2002-06,T-55,P-50109,35',35,0,first half,1,0,0,0
B-1235,WC-2002,M-2002-06,T-70,P-59298,38',38,0,first half,1,0,0,0
B-1236,WC-2002,M-2002-06,T-70,P-05390,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1237,WC-2002,M-2002-06,T-55,P-82458,65',65,0,second half,1,0,0,0
B-1238,WC-2002,M-2002-06,T-55,P-93337,90',90,0,second half,1,0,0,0
B-1239,WC-2002,M-2002-06,T-55,P-22263,90'+3',90,3,"second half, stoppage time",1,0,0,0
B-1240,WC-2002,M-2002-07,T-28,P-97840,12',12,0,first half,1,0,0,0
B-1241,WC-2002,M-2002-07,T-74,P-45212,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1242,WC-2002,M-2002-07,T-74,P-68329,73',73,0,second half,1,0,0,0
B-1243,WC-2002,M-2002-08,T-73,P-76612,36',36,0,first half,1,0,0,0
B-1244,WC-2002,M-2002-08,T-69,P-31903,45'+1',45,1,"first half, stoppage time",1,0,0,0
B-1245,WC-2002,M-2002-08,T-69,P-00649,65',65,0,second half,1,0,0,0
B-1246,WC-2002,M-2002-09,T-18,P-70100,59',59,0,second half,0,1,0,1
B-1247,WC-2002,M-2002-10,T-80,P-79130,21',21,0,first half,1,0,0,0
B-1248,WC-2002,M-2002-10,T-80,P-78533,24',24,0,first half,1,0,1,1
B-1249,WC-2002,M-2002-10,T-80,P-44850,44',44,0,first half,1,1,0,1
B-1250,WC-2002,M-2002-10,T-09,P-79146,73',73,0,second half,1,0,0,0
B-1251,WC-2002,M-2002-11,T-25,P-59372,14',14,0,first half,1,0,0,0
B-1252,WC-2002,M-2002-11,T-25,P-92146,49',49,0,second half,1,0,0,0
B-1253,WC-2002,M-2002-11,T-25,P-99914,54',54,0,second half,1,0,0,0
B-1254,WC-2002,M-2002-11,T-41,P-88863,81',81,0,second half,1,0,0,0
B-1255,WC-2002,M-2002-12,T-17,P-50749,15',15,0,first half,1,0,0,0
B-1256,WC-2002,M-2002-12,T-17,P-26474,17',17,0,first half,1,0,0,0
B-1257,WC-2002,M-2002-12,T-14,P-28870,60',60,0,second half,1,0,0,0
B-1258,WC-2002,M-2002-12,T-14,P-39905,72',72,0,second half,1,0,0,0
B-1259,WC-2002,M-2002-12,T-14,P-71211,77',77,0,second half,1,0,0,0
B-1260,WC-2002,M-2002-12,T-17,P-55170,79',79,0,second half,1,0,0,0
B-1261,WC-2002,M-2002-12,T-17,P-68890,85',85,0,second half,1,0,0,0
B-1262,WC-2002,M-2002-13,T-06,P-02977,21',21,0,first half,1,0,0,0
B-1263,WC-2002,M-2002-13,T-44,P-79993,31',31,0,first half,1,0,0,0
B-1264,WC-2002,M-2002-13,T-44,P-46807,54',54,0,second half,1,0,0,0
B-1265,WC-2002,M-2002-13,T-06,P-52358,62',62,0,second half,1,0,0,0
B-1266,WC-2002,M-2002-13,T-06,P-71601,82',82,0,second half,1,0,0,0
B-1267,WC-2002,M-2002-14,T-57,P-49007,31',31,0,first half,1,0,0,0
B-1268,WC-2002,M-2002-14,T-71,P-25724,70',70,0,second half,1,0,0,0
B-1269,WC-2002,M-2002-14,T-57,P-53829,79',79,0,second half,1,0,0,0
B-1270,WC-2002,M-2002-14,T-57,P-34709,84',84,0,second half,1,0,0,0
B-1271,WC-2002,M-2002-14,T-71,P-39884,90',90,0,second half,1,0,0,0
B-1272,WC-2002,M-2002-15,T-62,P-65105,27',27,0,first half,1,0,0,0
B-1273,WC-2002,M-2002-15,T-79,P-15858,50',50,0,second half,1,0,0,0
B-1274,WC-2002,M-2002-15,T-79,P-00640,75',75,0,second half,1,0,0,0
B-1275,WC-2002,M-2002-15,T-62,P-51792,88',88,0,second half,1,0,0,0
B-1276,WC-2002,M-2002-16,T-58,P-37140,34',34,0,first half,1,0,0,0
B-1277,WC-2002,M-2002-16,T-58,P-92307,52',52,0,second half,1,0,0,0
B-1278,WC-2002,M-2002-16,T-83,P-91976,90'+2',90,2,"second half, stoppage time",1,0,0,0
B-1279,WC-2002,M-2002-18,T-22,P-80289,7',7,0,first half,1,0,0,0
B-1280,WC-2002,M-2002-18,T-65,P-62977,10',10,0,first half,1,0,0,0
B-1281,WC-2002,M-2002-18,T-22,P-50534,20',20,0,first half,1,0,0,0
B-1282,WC-2002,M-2002-18,T-65,P-35019,62',62,0,second half,1,1,0,1
B-1283,WC-2002,M-2002-18,T-22,P-72404,82',82,0,second half,1,0,0,0
B-1284,WC-2002,M-2002-18,T-22,P-46718,84',84,0,second half,1,0,0,0
B-1285,WC-2002,M-2002-19,T-11,P-67168,10',10,0,first half,1,0,0,0
B-1286,WC-2002,M-2002-19,T-63,P-00683,59',59,0,second half,1,0,0,0
B-1287,WC-2002,M-2002-20,T-84,P-76244,11',11,0,first half,1,0,0,0
B-1288,WC-2002,M-2002-20,T-30,P-51395,25',25,0,first half,0,1,0,1
B-1289,WC-2002,M-2002-20,T-30,P-40400,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1290,WC-2002,M-2002-20,T-84,P-64372,45'+2',45,2,"first half, stoppage time",1,0,0,0
B-1291,WC-2002,M-2002-20,T-84,P-03231,45'+3',45,3,"first half, stoppage time",1,0,0,0
B-1292,WC-2002,M-2002-20,T-84,P-74863,47',47,0,second half,1,0,0,0
B-1293,WC-2002,M-2002-21,T-74,P-56718,31',31,0,first half,1,0,0,0
B-1294,WC-2002,M-2002-21,T-74,P-42808,69',69,0,second half,1,0,0,0
B-1295,WC-2002,M-2002-21,T-50,P-79669,80',80,0,second half,1,0,0,0
B-1296,WC-2002,M-2002-22,T-73,P-23800,9',9,0,first half,1,0,0,0
B-1297,WC-2002,M-2002-22,T-55,P-76678,44',44,0,first half,1,0,0,0
B-1298,WC-2002,M-2002-22,T-55,P-75108,60',60,0,second half,1,0,0,0
B-1299,WC-2002,M-2002-22,T-55,P-34530,80',80,0,second half,1,0,0,0
B-1300,WC-2002,M-2002-23,T-03,P-84542,13',13,0,first half,1,0,0,0
B-1301,WC-2002,M-2002-23,T-28,P-16557,29',29,0,first half,1,0,0,0
B-1302,WC-2002,M-2002-23,T-28,P-08307,50',50,0,second half,1,0,0,0
B-1303,WC-2002,M-2002-24,T-70,P-56543,12',12,0,first half,1,0,0,0
B-1304,WC-2002,M-2002-24,T-69,P-13966,35',35,0,first half,1,0,0,0
B-1305,WC-2002,M-2002-24,T-69,P-84477,52',52,0,second half,1,0,0,0
B-1306,WC-2002,M-2002-24,T-70,P-99521,59',59,0,second half,1,0,0,0
B-1307,WC-2002,M-2002-24,T-69,P-22187,62',62,0,second half,1,0,0,0
B-1308,WC-2002,M-2002-24,T-69,P-06135,75',75,0,second half,1,0,0,0
B-1309,WC-2002,M-2002-25,T-18,P-61666,39',39,0,first half,1,0,0,0
B-1310,WC-2002,M-2002-25,T-41,P-34670,51',51,0,second half,1,0,0,0
B-1311,WC-2002,M-2002-26,T-09,P-57361,25',25,0,first half,1,0,0,0
B-1312,WC-2002,M-2002-26,T-09,P-66308,69',69,0,second half,1,0,0,0
B-1313,WC-2002,M-2002-27,T-25,P-03128,15',15,0,first half,1,0,0,0
B-1314,WC-2002,M-2002-27,T-25,P-11930,27',27,0,first half,1,0,0,0
B-1315,WC-2002,M-2002-27,T-25,P-32567,49',49,0,second half,1,0,0,0
B-1316,WC-2002,M-2002-27,T-25,P-86943,61',61,0,second half,1,0,0,0
B-1317,WC-2002,M-2002-27,T-46,P-89297,65',65,0,second half,1,0,0,0
B-1318,WC-2002,M-2002-27,T-25,P-19156,87',87,0,second half,1,0,0,0
B-1319,WC-2002,M-2002-28,T-80,P-52032,20',20,0,first half,1,0,0,0
B-1320,WC-2002,M-2002-28,T-17,P-32696,24',24,0,first half,1,0,0,0
B-1321,WC-2002,M-2002-28,T-17,P-73169,43',43,0,first half,1,0,0,0
B-1322,WC-2002,M-2002-28,T-80,P-63089,45',45,0,first half,1,0,0,0
B-1323,WC-2002,M-2002-28,T-80,P-46497,89',89,0,second half,1,0,0,0
B-1324,WC-2002,M-2002-29,T-62,P-76375,13',13,0,first half,1,0,0,0
B-1325,WC-2002,M-2002-29,T-44,P-11915,15',15,0,first half,1,0,0,0
B-1326,WC-2002,M-2002-29,T-62,P-27678,38',38,0,first half,1,0,0,0
B-1327,WC-2002,M-2002-29,T-44,P-95259,42',42,0,first half,1,0,0,0
B-1328,WC-2002,M-2002-29,T-62,P-28437,60',60,0,second half,1,0,0,0
B-1329,WC-2002,M-2002-29,T-44,P-84762,90'+1',90,1,"second half, stoppage time",1,0,0,0
B-1330,WC-2002,M-2002-30,T-83,P-34695,30',30,0,first half,1,0,0,0
B-1331,WC-2002,M-2002-30,T-83,P-72797,39',39,0,first half,1,0,0,0
B-1332,WC-2002,M-2002-30,T-71,P-55097,80',80,0,second half,1,0,0,0
B-1333,WC-2002,M-2002-31,T-79,P-15858,22',22,0,first half,1,0,0,0
B-1334,WC-2002,M-2002-31,T-06,P-21070,40',40,0,first half,1,0,0,0
B-1335,WC-2002,M-2002-31,T-79,P-41620,43',43,0,first half,1,0,0,0
B-1336,WC-2002,M-2002-31,T-79,P-82870,68',68,0,second half,1,0,0,0
B-1337,WC-2002,M-2002-31,T-79,P-00668,69',69,0,second half,1,0,0,0
B-1338,WC-2002,M-2002-32,T-57,P-34709,21',21,0,first half,1,0,0,0
B-1339,WC-2002,M-2002-32,T-58,P-11424,25',25,0,first half,1,0,0,0
B-1340,WC-2002,M-2002-32,T-58,P-73722,27',27,0,first half,1,0,0,0
B-1341,WC-2002,M-2002-32,T-58,P-61068,31',31,0,first half,1,0,0,0
B-1342,WC-2002,M-2002-32,T-57,P-90321,39',39,0,first half,1,0,0,0
B-1343,WC-2002,M-2002-33,T-30,P-74065,8',8,0,first half,1,0,0,0
B-1344,WC-2002,M-2002-33,T-22,P-46718,27',27,0,first half,1,0,0,0
B-1345,WC-2002,M-2002-33,T-22,P-34389,71',71,0,second half,1,0,0,0
B-1346,WC-2002,M-2002-34,T-65,P-01462,2',2,0,first half,1,0,0,0
B-1347,WC-2002,M-2002-34,T-65,P-27229,4',4,0,first half,1,0,0,0
B-1348,WC-2002,M-2002-34,T-84,P-03231,8',8,0,first half,1,0,0,0
B-1349,WC-2002,M-2002-34,T-84,P-91888,19',19,0,first half,1,0,0,0
B-1350,WC-2002,M-2002-34,T-84,P-76244,35',35,0,first half,1,0,0,0
B-1351,WC-2002,M-2002-34,T-65,P-37924,39',39,0,first half,1,0,0,0
B-1352,WC-2002,M-2002-34,T-84,P-49428,40',40,0,first half,1,0,0,0
B-1353,WC-2002,M-2002-34,T-65,P-82212,69',69,0,second half,1,0,0,0
B-1354,WC-2002,M-2002-34,T-65,P-84943,82',82,0,second half,1,0,0,0
B-1355,WC-2002,M-2002-34,T-84,P-38683,82',82,0,second half,1,0,0,0
B-1356,WC-2002,M-2002-34,T-65,P-62977,87',87,0,second half,1,0,0,0
B-1357,WC-2002,M-2002-34,T-65,P-35489,87',87,0,second half,1,0,0,0
B-1358,WC-2002,M-2002-35,T-11,P-63522,8',8,0,first half,1,0,0,0
B-1359,WC-2002,M-2002-35,T-31,P-45490,9',9,0,first half,1,0,0,0
B-1360,WC-2002,M-2002-35,T-31,P-35902,29',29,0,first half,1,0,0,0
B-1361,WC-2002,M-2002-35,T-31,P-84003,31',31,0,first half,1,0,0,0
B-1362,WC-2002,M-2002-35,T-31,P-57588,37',37,0,first half,1,0,1,1
B-1363,WC-2002,M-2002-35,T-11,P-98173,42',42,0,first half,1,0,0,0
B-1364,WC-2002,M-2002-35,T-31,P-33751,42',42,0,first half,1,0,0,0
B-1365,WC-2002,M-2002-35,T-11,P-60766,44',44,0,first half,1,0,0,0
B-1366,WC-2002,M-2002-35,T-11,P-86465,56',56,0,second half,1,0,0,0
B-1367,WC-2002,M-2002-35,T-11,P-84152,58',58,0,second half,1,0,0,0
B-1368,WC-2002,M-2002-35,T-11,P-99681,60',60,0,second half,1,0,1,1
B-1369,WC-2002,M-2002-35,T-31,P-67544,72',72,0,second half,1,0,0,0
B-1370,WC-2002,M-2002-35,T-31,P-35264,74',74,0,second half,1,0,0,0
B-1371,WC-2002,M-2002-35,T-11,P-38724,81',81,0,second half,1,0,0,0
B-1372,WC-2002,M-2002-36,T-63,P-20886,61',61,0,second half,1,0,0,0
B-1373,WC-2002,M-2002-36,T-60,P-69817,70',70,0,second half,1,0,0,0
B-1374,WC-2002,M-2002-38,T-03,P-35873,45'+2',45,2,"first half, stoppage time",0,1,0,1
B-1375,WC-2002,M-2002-38,T-03,P-28816,55',55,0,second half,1,0,0,0
B-1376,WC-2002,M-2002-38,T-03,P-88203,58',58,0,second half,1,0,0,0
B-1377,WC-2002,M-2002-38,T-74,P-59548,65',65,0,second half,1,0,0,0
B-1378,WC-2002,M-2002-38,T-03,P-11130,75',75,0,second half,1,0,0,0
