player_appearance_id,match_id,team_id,player_id,starter,substitute,shirt_number
PA-1,M-1970-01,T-46,P-66980,1,0,1
PA-2,M-1970-01,T-46,P-64553,1,0,3
PA-3,M-1970-01,T-46,P-42664,1,0,5
PA-4,M-1970-01,T-46,P-69898,1,0,6
PA-5,M-1970-01,T-46,P-56971,1,0,10
PA-6,M-1970-01,T-46,P-96177,1,0,13
PA-7,M-1970-01,T-46,P-38555,1,0,14
PA-8,M-1970-01,T-46,P-85808,1,0,15
PA-9,M-1970-01,T-46,P-32657,1,0,18
PA-10,M-1970-01,T-46,P-07812,1,0,19
PA-11,M-1970-01,T-46,P-48001,1,0,21
PA-12,M-1970-01,T-46,P-96873,0,1,8
PA-13,M-1970-01,T-72,P-79597,1,0,2
PA-14,M-1970-01,T-72,P-17002,1,0,5
PA-15,M-1970-01,T-72,P-52906,1,0,6
PA-16,M-1970-01,T-72,P-70408,1,0,7
PA-17,M-1970-01,T-72,P-28651,1,0,9
PA-18,M-1970-01,T-72,P-33189,1,0,11
PA-19,M-1970-01,T-72,P-50044,1,0,14
PA-20,M-1970-01,T-72,P-60181,1,0,15
PA-21,M-1970-01,T-72,P-02102,1,0,16
PA-22,M-1970-01,T-72,P-72049,1,0,17
PA-23,M-1970-01,T-72,P-43733,1,0,19
PA-24,M-1970-01,T-72,P-59828,0,1,20
PA-25,M-1970-01,T-72,P-98262,0,1,21
PA-26,M-1970-02,T-84,P-53140,1,0,1
PA-27,M-1970-02,T-84,P-47978,1,0,2
PA-28,M-1970-02,T-84,P-83747,1,0,3
PA-29,M-1970-02,T-84,P-63224,1,0,4
PA-30,M-1970-02,T-84,P-83931,1,0,5
PA-31,M-1970-02,T-84,P-50162,1,0,6
PA-32,M-1970-02,T-84,P-81929,1,0,7
PA-33,M-1970-02,T-84,P-47892,1,0,8
PA-34,M-1970-02,T-84,P-99710,1,0,9
PA-35,M-1970-02,T-84,P-40429,1,0,10
PA-36,M-1970-02,T-84,P-08424,1,0,21
PA-37,M-1970-02,T-84,P-82186,0,1,20
PA-38,M-1970-02,T-40,P-09393,1,0,1
PA-39,M-1970-02,T-40,P-87631,1,0,4
PA-40,M-1970-02,T-40,P-78005,1,0,5
PA-41,M-1970-02,T-40,P-94998,1,0,6
PA-42,M-1970-02,T-40,P-95383,1,0,7
PA-43,M-1970-02,T-40,P-62232,1,0,8
PA-44,M-1970-02,T-40,P-95869,1,0,9
PA-45,M-1970-02,T-40,P-77834,1,0,10
PA-46,M-1970-02,T-40,P-10922,1,0,12
PA-47,M-1970-02,T-40,P-37385,1,0,14
PA-48,M-1970-02,T-40,P-86314,1,0,15
PA-49,M-1970-02,T-40,P-08449,0,1,2
PA-50,M-1970-02,T-40,P-60216,0,1,16
PA-51,M-1970-03,T-28,P-74455,1,0,1
PA-52,M-1970-03,T-28,P-79568,1,0,2
PA-53,M-1970-03,T-28,P-40921,1,0,3
PA-54,M-1970-03,T-28,P-62668,1,0,4
PA-55,M-1970-03,T-28,P-49952,1,0,5
PA-56,M-1970-03,T-28,P-52816,1,0,6
PA-57,M-1970-03,T-28,P-88728,1,0,7
PA-58,M-1970-03,T-28,P-22841,1,0,8
PA-59,M-1970-03,T-28,P-08601,1,0,9
PA-60,M-1970-03,T-28,P-34802,1,0,10
PA-61,M-1970-03,T-28,P-34233,1,0,11
PA-62,M-1970-03,T-28,P-22176,0,1,14
PA-63,M-1970-03,T-28,P-11917,0,1,20
PA-64,M-1970-03,T-61,P-35798,1,0,2
PA-65,M-1970-03,T-61,P-53044,1,0,3
PA-66,M-1970-03,T-61,P-61942,1,0,4
PA-67,M-1970-03,T-61,P-98936,1,0,5
PA-68,M-1970-03,T-61,P-02403,1,0,7
PA-69,M-1970-03,T-61,P-51434,1,0,9
PA-70,M-1970-03,T-61,P-41601,1,0,10
PA-71,M-1970-03,T-61,P-09236,1,0,11
PA-72,M-1970-03,T-61,P-26224,1,0,15
PA-73,M-1970-03,T-61,P-21011,1,0,17
PA-74,M-1970-03,T-61,P-26945,1,0,21
PA-75,M-1970-03,T-61,P-50489,0,1,16
PA-76,M-1970-04,T-56,P-15677,1,0,1
PA-77,M-1970-04,T-56,P-30953,1,0,2
PA-78,M-1970-04,T-56,P-38349,1,0,3
PA-79,M-1970-04,T-56,P-76522,1,0,4
PA-80,M-1970-04,T-56,P-80565,1,0,5
PA-81,M-1970-04,T-56,P-39336,1,0,6
PA-82,M-1970-04,T-56,P-19550,1,0,7
PA-83,M-1970-04,T-56,P-64457,1,0,8
PA-84,M-1970-04,T-56,P-83669,1,0,9
PA-85,M-1970-04,T-56,P-96979,1,0,10
PA-86,M-1970-04,T-56,P-03607,1,0,11
PA-87,M-1970-04,T-56,P-38889,0,1,15
PA-88,M-1970-04,T-56,P-49357,0,1,20
PA-89,M-1970-04,T-10,P-66734,1,0,1
PA-90,M-1970-04,T-10,P-53019,1,0,2
PA-91,M-1970-04,T-10,P-19802,1,0,3
PA-92,M-1970-04,T-10,P-30493,1,0,4
PA-93,M-1970-04,T-10,P-92893,1,0,5
PA-94,M-1970-04,T-10,P-59856,1,0,6
PA-95,M-1970-04,T-10,P-02372,1,0,7
PA-96,M-1970-04,T-10,P-63835,1,0,8
PA-97,M-1970-04,T-10,P-26899,1,0,9
PA-98,M-1970-04,T-10,P-22594,1,0,10
PA-99,M-1970-04,T-10,P-06520,1,0,11
PA-100,M-1970-04,T-10,P-28376,0,1,18
PA-101,M-1970-04,T-10,P-72803,0,1,19
PA-102,M-1970-05,T-06,P-92631,1,0,1
PA-103,M-1970-05,T-06,P-23037,1,0,2
PA-104,M-1970-05,T-06,P-98745,1,0,3
PA-105,M-1970-05,T-06,P-23879,1,0,4
PA-106,M-1970-05,T-06,P-74479,1,0,6
PA-107,M-1970-05,T-06,P-67478,1,0,7
PA-108,M-1970-05,T-06,P-47829,1,0,8
PA-109,M-1970-05,T-06,P-89771,1,0,9
PA-110,M-1970-05,T-06,P-94646,1,0,10
PA-111,M-1970-05,T-06,P-67309,1,0,11
PA-112,M-1970-05,T-06,P-59854,1,0,18
PA-113,M-1970-05,T-06,P-42364,0,1,16
PA-114,M-1970-05,T-27,P-08268,1,0,1
PA-115,M-1970-05,T-27,P-00086,1,0,2
PA-116,M-1970-05,T-27,P-60582,1,0,3
PA-117,M-1970-05,T-27,P-33258,1,0,5
PA-118,M-1970-05,T-27,P-02166,1,0,6
PA-119,M-1970-05,T-27,P-83098,1,0,7
PA-120,M-1970-05,T-27,P-16270,1,0,8
PA-121,M-1970-05,T-27,P-49544,1,0,9
PA-122,M-1970-05,T-27,P-10096,1,0,10
PA-123,M-1970-05,T-27,P-24464,1,0,11
PA-124,M-1970-05,T-27,P-98965,1,0,14
PA-125,M-1970-05,T-27,P-54377,0,1,4
PA-126,M-1970-05,T-27,P-86181,0,1,16
PA-127,M-1970-06,T-41,P-73673,1,0,1
PA-128,M-1970-06,T-41,P-42540,1,0,2
PA-129,M-1970-06,T-41,P-68170,1,0,3
PA-130,M-1970-06,T-41,P-53189,1,0,5
PA-131,M-1970-06,T-41,P-77413,1,0,7
PA-132,M-1970-06,T-41,P-72033,1,0,10
PA-133,M-1970-06,T-41,P-00119,1,0,11
PA-134,M-1970-06,T-41,P-67671,1,0,13
PA-135,M-1970-06,T-41,P-91195,1,0,15
PA-136,M-1970-06,T-41,P-77530,1,0,16
PA-137,M-1970-06,T-41,P-92154,1,0,20
PA-138,M-1970-06,T-41,P-45085,0,1,8
PA-139,M-1970-06,T-74,P-43209,1,0,1
PA-140,M-1970-06,T-74,P-15529,1,0,3
PA-141,M-1970-06,T-74,P-29454,1,0,4
PA-142,M-1970-06,T-74,P-82719,1,0,5
PA-143,M-1970-06,T-74,P-22223,1,0,6
PA-144,M-1970-06,T-74,P-86931,1,0,7
PA-145,M-1970-06,T-74,P-61735,1,0,8
PA-146,M-1970-06,T-74,P-73517,1,0,9
PA-147,M-1970-06,T-74,P-37575,1,0,10
PA-148,M-1970-06,T-74,P-20172,1,0,13
PA-149,M-1970-06,T-74,P-48546,1,0,20
PA-150,M-1970-06,T-74,P-05872,0,1,19
PA-151,M-1970-06,T-74,P-71589,0,1,21
PA-152,M-1970-07,T-09,P-39749,1,0,1
PA-153,M-1970-07,T-09,P-59934,1,0,2
PA-154,M-1970-07,T-09,P-02965,1,0,3
PA-155,M-1970-07,T-09,P-25829,1,0,4
PA-156,M-1970-07,T-09,P-14923,1,0,5
PA-157,M-1970-07,T-09,P-77430,1,0,7
PA-158,M-1970-07,T-09,P-04354,1,0,8
PA-159,M-1970-07,T-09,P-53202,1,0,9
PA-160,M-1970-07,T-09,P-38906,1,0,10
PA-161,M-1970-07,T-09,P-85778,1,0,11
PA-162,M-1970-07,T-09,P-27277,1,0,16
PA-163,M-1970-07,T-09,P-65181,0,1,18
PA-164,M-1970-07,T-21,P-15216,1,0,1
PA-165,M-1970-07,T-21,P-49133,1,0,2
PA-166,M-1970-07,T-21,P-95896,1,0,3
PA-167,M-1970-07,T-21,P-22118,1,0,4
PA-168,M-1970-07,T-21,P-88857,1,0,5
PA-169,M-1970-07,T-21,P-61272,1,0,8
PA-170,M-1970-07,T-21,P-43628,1,0,9
PA-171,M-1970-07,T-21,P-34289,1,0,10
PA-172,M-1970-07,T-21,P-31552,1,0,11
PA-173,M-1970-07,T-21,P-48978,1,0,16
PA-174,M-1970-07,T-21,P-33536,1,0,18
PA-175,M-1970-07,T-21,P-25708,0,1,6
PA-176,M-1970-07,T-21,P-37315,0,1,7
PA-177,M-1970-08,T-86,P-14080,1,0,1
PA-178,M-1970-08,T-86,P-28162,1,0,2
PA-179,M-1970-08,T-86,P-72864,1,0,4
PA-180,M-1970-08,T-86,P-77426,1,0,5
PA-181,M-1970-08,T-86,P-69695,1,0,7
PA-182,M-1970-08,T-86,P-12272,1,0,8
PA-183,M-1970-08,T-86,P-64138,1,0,9
PA-184,M-1970-08,T-86,P-86276,1,0,10
PA-185,M-1970-08,T-86,P-63982,1,0,11
PA-186,M-1970-08,T-86,P-60896,1,0,12
PA-187,M-1970-08,T-86,P-72441,1,0,13
PA-188,M-1970-08,T-86,P-12863,0,1,17
PA-189,M-1970-08,T-86,P-48733,0,1,20
PA-190,M-1970-08,T-47,P-34408,1,0,1
PA-191,M-1970-08,T-47,P-93664,1,0,2
PA-192,M-1970-08,T-47,P-20578,1,0,3
PA-193,M-1970-08,T-47,P-48556,1,0,4
PA-194,M-1970-08,T-47,P-99082,1,0,5
PA-195,M-1970-08,T-47,P-93911,1,0,6
PA-196,M-1970-08,T-47,P-45308,1,0,7
PA-197,M-1970-08,T-47,P-55928,1,0,8
PA-198,M-1970-08,T-47,P-37859,1,0,10
PA-199,M-1970-08,T-47,P-85379,1,0,11
PA-200,M-1970-08,T-47,P-69368,1,0,14
PA-201,M-1970-08,T-47,P-89897,0,1,9
PA-202,M-1970-08,T-47,P-98667,0,1,18
PA-203,M-1970-09,T-72,P-79597,1,0,2
PA-204,M-1970-09,T-72,P-76618,1,0,3
PA-205,M-1970-09,T-72,P-70748,1,0,4
PA-206,M-1970-09,T-72,P-17002,1,0,5
PA-207,M-1970-09,T-72,P-90524,1,0,8
PA-208,M-1970-09,T-72,P-28651,1,0,9
PA-209,M-1970-09,T-72,P-33189,1,0,11
PA-210,M-1970-09,T-72,P-50044,1,0,14
PA-211,M-1970-09,T-72,P-02102,1,0,16
PA-212,M-1970-09,T-72,P-72049,1,0,17
PA-213,M-1970-09,T-72,P-98262,1,0,21
PA-214,M-1970-09,T-72,P-52906,0,1,6
PA-215,M-1970-09,T-72,P-79846,0,1,12
PA-216,M-1970-09,T-06,P-92631,1,0,1
PA-217,M-1970-09,T-06,P-23037,1,0,2
PA-218,M-1970-09,T-06,P-98745,1,0,3
PA-219,M-1970-09,T-06,P-23879,1,0,4
PA-220,M-1970-09,T-06,P-77985,1,0,5
PA-221,M-1970-09,T-06,P-74479,1,0,6
PA-222,M-1970-09,T-06,P-67478,1,0,7
PA-223,M-1970-09,T-06,P-47829,1,0,8
PA-224,M-1970-09,T-06,P-94646,1,0,10
PA-225,M-1970-09,T-06,P-67309,1,0,11
PA-226,M-1970-09,T-06,P-59854,1,0,18
PA-227,M-1970-10,T-84,P-53140,1,0,1
PA-228,M-1970-10,T-84,P-47978,1,0,2
PA-229,M-1970-10,T-84,P-83747,1,0,3
PA-230,M-1970-10,T-84,P-63224,1,0,4
PA-231,M-1970-10,T-84,P-83931,1,0,5
PA-232,M-1970-10,T-84,P-50162,1,0,6
PA-233,M-1970-10,T-84,P-81929,1,0,7
PA-234,M-1970-10,T-84,P-99710,1,0,9
PA-235,M-1970-10,T-84,P-40429,1,0,10
PA-236,M-1970-10,T-84,P-51410,1,0,17
PA-237,M-1970-10,T-84,P-82186,1,0,20
PA-238,M-1970-10,T-84,P-02662,0,1,19
PA-239,M-1970-10,T-41,P-73673,1,0,1
PA-240,M-1970-10,T-41,P-42540,1,0,2
PA-241,M-1970-10,T-41,P-68170,1,0,3
PA-242,M-1970-10,T-41,P-53189,1,0,5
PA-243,M-1970-10,T-41,P-45085,1,0,8
PA-244,M-1970-10,T-41,P-72033,1,0,10
PA-245,M-1970-10,T-41,P-00119,1,0,11
PA-246,M-1970-10,T-41,P-67671,1,0,13
PA-247,M-1970-10,T-41,P-91195,1,0,15
PA-248,M-1970-10,T-41,P-77530,1,0,16
PA-249,M-1970-10,T-41,P-92154,1,0,20
PA-250,M-1970-10,T-41,P-05329,0,1,21
PA-251,M-1970-11,T-61,P-35798,1,0,2
PA-252,M-1970-11,T-61,P-53044,1,0,3
PA-253,M-1970-11,T-61,P-61942,1,0,4
PA-254,M-1970-11,T-61,P-98936,1,0,5
PA-255,M-1970-11,T-61,P-02403,1,0,7
PA-256,M-1970-11,T-61,P-51434,1,0,9
PA-257,M-1970-11,T-61,P-41601,1,0,10
PA-258,M-1970-11,T-61,P-09236,1,0,11
PA-259,M-1970-11,T-61,P-26224,1,0,15
PA-260,M-1970-11,T-61,P-50489,1,0,16
PA-261,M-1970-11,T-61,P-26945,1,0,21
PA-262,M-1970-11,T-61,P-03154,0,1,14
PA-263,M-1970-11,T-61,P-21011,0,1,17
PA-264,M-1970-11,T-21,P-49133,1,0,2
PA-265,M-1970-11,T-21,P-95896,1,0,3
PA-266,M-1970-11,T-21,P-88857,1,0,5
PA-267,M-1970-11,T-21,P-25708,1,0,6
PA-268,M-1970-11,T-21,P-37315,1,0,7
PA-269,M-1970-11,T-21,P-61272,1,0,8
PA-270,M-1970-11,T-21,P-43628,1,0,9
PA-271,M-1970-11,T-21,P-31552,1,0,11
PA-272,M-1970-11,T-21,P-43520,1,0,15
PA-273,M-1970-11,T-21,P-94047,1,0,19
PA-274,M-1970-11,T-21,P-17536,1,0,22
PA-275,M-1970-11,T-21,P-34289,0,1,10
PA-276,M-1970-11,T-21,P-33536,0,1,18
PA-277,M-1970-12,T-56,P-15677,1,0,1
PA-278,M-1970-12,T-56,P-38349,1,0,3
PA-279,M-1970-12,T-56,P-76522,1,0,4
PA-280,M-1970-12,T-56,P-80565,1,0,5
PA-281,M-1970-12,T-56,P-39336,1,0,6
PA-282,M-1970-12,T-56,P-19550,1,0,7
PA-283,M-1970-12,T-56,P-83669,1,0,9
PA-284,M-1970-12,T-56,P-96979,1,0,10
PA-285,M-1970-12,T-56,P-03607,1,0,11
PA-286,M-1970-12,T-56,P-32760,1,0,13
PA-287,M-1970-12,T-56,P-49357,1,0,20
PA-288,M-1970-12,T-56,P-96893,0,1,17
PA-289,M-1970-12,T-56,P-51451,0,1,22
PA-290,M-1970-12,T-47,P-34408,1,0,1
PA-291,M-1970-12,T-47,P-93664,1,0,2
PA-292,M-1970-12,T-47,P-20578,1,0,3
PA-293,M-1970-12,T-47,P-48556,1,0,4
PA-294,M-1970-12,T-47,P-99082,1,0,5
PA-295,M-1970-12,T-47,P-93911,1,0,6
PA-296,M-1970-12,T-47,P-45308,1,0,7
PA-297,M-1970-12,T-47,P-55928,1,0,8
PA-298,M-1970-12,T-47,P-37859,1,0,10
PA-299,M-1970-12,T-47,P-85379,1,0,11
PA-300,M-1970-12,T-47,P-69368,1,0,14
PA-301,M-1970-12,T-47,P-75161,0,1,13
PA-302,M-1970-12,T-47,P-50217,0,1,17
PA-303,M-1970-13,T-46,P-66980,1,0,1
PA-304,M-1970-13,T-46,P-64553,1,0,3
PA-305,M-1970-13,T-46,P-42664,1,0,5
PA-306,M-1970-13,T-46,P-96873,1,0,8
PA-307,M-1970-13,T-46,P-55734,1,0,9
PA-308,M-1970-13,T-46,P-91914,1,0,11
PA-309,M-1970-13,T-46,P-96177,1,0,13
PA-310,M-1970-13,T-46,P-38555,1,0,14
PA-311,M-1970-13,T-46,P-13602,1,0,17
PA-312,M-1970-13,T-46,P-07812,1,0,19
PA-313,M-1970-13,T-46,P-48001,1,0,21
PA-314,M-1970-13,T-46,P-56971,0,1,10
PA-315,M-1970-13,T-46,P-64207,0,1,20
PA-316,M-1970-13,T-27,P-08268,1,0,1
PA-317,M-1970-13,T-27,P-00086,1,0,2
PA-318,M-1970-13,T-27,P-60582,1,0,3
PA-319,M-1970-13,T-27,P-54377,1,0,4
PA-320,M-1970-13,T-27,P-33258,1,0,5
PA-321,M-1970-13,T-27,P-02166,1,0,6
PA-322,M-1970-13,T-27,P-83098,1,0,7
PA-323,M-1970-13,T-27,P-16270,1,0,8
PA-324,M-1970-13,T-27,P-49544,1,0,9
PA-325,M-1970-13,T-27,P-10096,1,0,10
PA-326,M-1970-13,T-27,P-24464,1,0,11
PA-327,M-1970-13,T-27,P-58367,0,1,12
PA-328,M-1970-13,T-27,P-55432,0,1,19
PA-329,M-1970-14,T-74,P-84013,1,0,2
PA-330,M-1970-14,T-74,P-15529,1,0,3
PA-331,M-1970-14,T-74,P-82719,1,0,5
PA-332,M-1970-14,T-74,P-22223,1,0,6
PA-333,M-1970-14,T-74,P-86931,1,0,7
PA-334,M-1970-14,T-74,P-73517,1,0,9
PA-335,M-1970-14,T-74,P-61494,1,0,11
PA-336,M-1970-14,T-74,P-12397,1,0,12
PA-337,M-1970-14,T-74,P-63446,1,0,16
PA-338,M-1970-14,T-74,P-00746,1,0,18
PA-339,M-1970-14,T-74,P-48546,1,0,20
PA-340,M-1970-14,T-74,P-31050,0,1,22
PA-341,M-1970-14,T-40,P-09393,1,0,1
PA-342,M-1970-14,T-40,P-08449,1,0,2
PA-343,M-1970-14,T-40,P-87631,1,0,4
PA-344,M-1970-14,T-40,P-78005,1,0,5
PA-345,M-1970-14,T-40,P-94998,1,0,6
PA-346,M-1970-14,T-40,P-95383,1,0,7
PA-347,M-1970-14,T-40,P-62232,1,0,8
PA-348,M-1970-14,T-40,P-95869,1,0,9
PA-349,M-1970-14,T-40,P-77834,1,0,10
PA-350,M-1970-14,T-40,P-10922,1,0,12
PA-351,M-1970-14,T-40,P-60216,1,0,16
PA-352,M-1970-14,T-40,P-91215,0,1,19
PA-353,M-1970-15,T-09,P-39749,1,0,1
PA-354,M-1970-15,T-09,P-59934,1,0,2
PA-355,M-1970-15,T-09,P-02965,1,0,3
PA-356,M-1970-15,T-09,P-25829,1,0,4
PA-357,M-1970-15,T-09,P-14923,1,0,5
PA-358,M-1970-15,T-09,P-77430,1,0,7
PA-359,M-1970-15,T-09,P-53202,1,0,9
PA-360,M-1970-15,T-09,P-38906,1,0,10
PA-361,M-1970-15,T-09,P-85778,1,0,11
PA-362,M-1970-15,T-09,P-27277,1,0,16
PA-363,M-1970-15,T-09,P-65181,1,0,18
PA-364,M-1970-15,T-09,P-97113,0,1,13
PA-365,M-1970-15,T-28,P-74455,1,0,1
PA-366,M-1970-15,T-28,P-40921,1,0,3
PA-367,M-1970-15,T-28,P-62668,1,0,4
PA-368,M-1970-15,T-28,P-49952,1,0,5
PA-369,M-1970-15,T-28,P-52816,1,0,6
PA-370,M-1970-15,T-28,P-88728,1,0,7
PA-371,M-1970-15,T-28,P-22841,1,0,8
PA-372,M-1970-15,T-28,P-08601,1,0,9
PA-373,M-1970-15,T-28,P-34802,1,0,10
PA-374,M-1970-15,T-28,P-34233,1,0,11
PA-375,M-1970-15,T-28,P-22176,1,0,14
PA-376,M-1970-15,T-28,P-77223,0,1,19
PA-377,M-1970-15,T-28,P-27328,0,1,22
PA-378,M-1970-16,T-86,P-14080,1,0,1
PA-379,M-1970-16,T-86,P-28162,1,0,2
PA-380,M-1970-16,T-86,P-93072,1,0,3
PA-381,M-1970-16,T-86,P-72864,1,0,4
PA-382,M-1970-16,T-86,P-69695,1,0,7
PA-383,M-1970-16,T-86,P-64138,1,0,9
PA-384,M-1970-16,T-86,P-63982,1,0,11
PA-385,M-1970-16,T-86,P-60896,1,0,12
PA-386,M-1970-16,T-86,P-72441,1,0,13
PA-387,M-1970-16,T-86,P-62529,1,0,14
PA-388,M-1970-16,T-86,P-12863,1,0,17
PA-389,M-1970-16,T-86,P-11099,0,1,6
PA-390,M-1970-16,T-86,P-48733,0,1,20
PA-391,M-1970-16,T-10,P-66734,1,0,1
PA-392,M-1970-16,T-10,P-59856,1,0,6
PA-393,M-1970-16,T-10,P-63835,1,0,8
PA-394,M-1970-16,T-10,P-06520,1,0,11
PA-395,M-1970-16,T-10,P-47776,1,0,12
PA-396,M-1970-16,T-10,P-01172,1,0,14
PA-397,M-1970-16,T-10,P-66746,1,0,15
PA-398,M-1970-16,T-10,P-45469,1,0,16
PA-399,M-1970-16,T-10,P-15241,1,0,17
PA-400,M-1970-16,T-10,P-28376,1,0,18
PA-401,M-1970-16,T-10,P-72803,1,0,19
PA-402,M-1970-16,T-10,P-53019,0,1,2
PA-403,M-1970-16,T-10,P-27243,0,1,20
PA-404,M-1970-17,T-72,P-79597,1,0,2
PA-405,M-1970-17,T-72,P-76618,1,0,3
PA-406,M-1970-17,T-72,P-70748,1,0,4
PA-407,M-1970-17,T-72,P-90524,1,0,8
PA-408,M-1970-17,T-72,P-28651,1,0,9
PA-409,M-1970-17,T-72,P-79846,1,0,12
PA-410,M-1970-17,T-72,P-50044,1,0,14
PA-411,M-1970-17,T-72,P-60181,1,0,15
PA-412,M-1970-17,T-72,P-02102,1,0,16
PA-413,M-1970-17,T-72,P-59828,1,0,20
PA-414,M-1970-17,T-72,P-98262,1,0,21
PA-415,M-1970-17,T-72,P-33189,0,1,11
PA-416,M-1970-17,T-72,P-72049,0,1,17
PA-417,M-1970-17,T-27,P-08268,1,0,1
PA-418,M-1970-17,T-27,P-00086,1,0,2
PA-419,M-1970-17,T-27,P-60582,1,0,3
PA-420,M-1970-17,T-27,P-33258,1,0,5
PA-421,M-1970-17,T-27,P-83098,1,0,7
PA-422,M-1970-17,T-27,P-16270,1,0,8
PA-423,M-1970-17,T-27,P-10096,1,0,10
PA-424,M-1970-17,T-27,P-58367,1,0,12
PA-425,M-1970-17,T-27,P-65859,1,0,17
PA-426,M-1970-17,T-27,P-87801,1,0,18
PA-427,M-1970-17,T-27,P-55432,1,0,19
PA-428,M-1970-17,T-27,P-24464,0,1,11
PA-429,M-1970-17,T-27,P-86181,0,1,16
PA-430,M-1970-18,T-74,P-84013,1,0,2
PA-431,M-1970-18,T-74,P-15529,1,0,3
PA-432,M-1970-18,T-74,P-29454,1,0,4
PA-433,M-1970-18,T-74,P-82719,1,0,5
PA-434,M-1970-18,T-74,P-22223,1,0,6
PA-435,M-1970-18,T-74,P-86931,1,0,7
PA-436,M-1970-18,T-74,P-61735,1,0,8
PA-437,M-1970-18,T-74,P-73517,1,0,9
PA-438,M-1970-18,T-74,P-61494,1,0,11
PA-439,M-1970-18,T-74,P-12397,1,0,12
PA-440,M-1970-18,T-74,P-05872,1,0,19
PA-441,M-1970-18,T-74,P-37575,0,1,10
PA-442,M-1970-18,T-74,P-00746,0,1,18
PA-443,M-1970-18,T-84,P-53140,1,0,1
PA-444,M-1970-18,T-84,P-47978,1,0,2
PA-445,M-1970-18,T-84,P-83747,1,0,3
PA-446,M-1970-18,T-84,P-63224,1,0,4
PA-447,M-1970-18,T-84,P-83931,1,0,5
PA-448,M-1970-18,T-84,P-50162,1,0,6
PA-449,M-1970-18,T-84,P-99710,1,0,9
PA-450,M-1970-18,T-84,P-40429,1,0,10
PA-451,M-1970-18,T-84,P-02662,1,0,19
PA-452,M-1970-18,T-84,P-82186,1,0,20
PA-453,M-1970-18,T-84,P-08424,1,0,21
PA-454,M-1970-18,T-84,P-48169,0,1,15
PA-455,M-1970-19,T-09,P-39749,1,0,1
PA-456,M-1970-19,T-09,P-59934,1,0,2
PA-457,M-1970-19,T-09,P-02965,1,0,3
PA-458,M-1970-19,T-09,P-25829,1,0,4
PA-459,M-1970-19,T-09,P-14923,1,0,5
PA-460,M-1970-19,T-09,P-77430,1,0,7
PA-461,M-1970-19,T-09,P-53202,1,0,9
PA-462,M-1970-19,T-09,P-38906,1,0,10
PA-463,M-1970-19,T-09,P-17395,1,0,15
PA-464,M-1970-19,T-09,P-27277,1,0,16
PA-465,M-1970-19,T-09,P-65181,1,0,18
PA-466,M-1970-19,T-09,P-15663,0,1,6
PA-467,M-1970-19,T-09,P-49805,0,1,19
PA-468,M-1970-19,T-61,P-35798,1,0,2
PA-469,M-1970-19,T-61,P-53044,1,0,3
PA-470,M-1970-19,T-61,P-61942,1,0,4
PA-471,M-1970-19,T-61,P-98936,1,0,5
PA-472,M-1970-19,T-61,P-02403,1,0,7
PA-473,M-1970-19,T-61,P-51434,1,0,9
PA-474,M-1970-19,T-61,P-41601,1,0,10
PA-475,M-1970-19,T-61,P-09236,1,0,11
PA-476,M-1970-19,T-61,P-26224,1,0,15
PA-477,M-1970-19,T-61,P-50489,1,0,16
PA-478,M-1970-19,T-61,P-26945,1,0,21
PA-479,M-1970-19,T-61,P-04931,0,1,1
PA-480,M-1970-19,T-61,P-21011,0,1,17
PA-481,M-1970-20,T-86,P-14080,1,0,1
PA-482,M-1970-20,T-86,P-28162,1,0,2
PA-483,M-1970-20,T-86,P-93072,1,0,3
PA-484,M-1970-20,T-86,P-72864,1,0,4
PA-485,M-1970-20,T-86,P-69695,1,0,7
PA-486,M-1970-20,T-86,P-64138,1,0,9
PA-487,M-1970-20,T-86,P-63982,1,0,11
PA-488,M-1970-20,T-86,P-60896,1,0,12
PA-489,M-1970-20,T-86,P-72441,1,0,13
PA-490,M-1970-20,T-86,P-62529,1,0,14
PA-491,M-1970-20,T-86,P-12863,1,0,17
PA-492,M-1970-20,T-86,P-83141,0,1,15
PA-493,M-1970-20,T-86,P-48733,0,1,20
PA-494,M-1970-20,T-56,P-15677,1,0,1
PA-495,M-1970-20,T-56,P-38349,1,0,3
PA-496,M-1970-20,T-56,P-76522,1,0,4
PA-497,M-1970-20,T-56,P-80565,1,0,5
PA-498,M-1970-20,T-56,P-39336,1,0,6
PA-499,M-1970-20,T-56,P-19550,1,0,7
PA-500,M-1970-20,T-56,P-83669,1,0,9
PA-501,M-1970-20,T-56,P-96979,1,0,10
PA-502,M-1970-20,T-56,P-03607,1,0,11
PA-503,M-1970-20,T-56,P-32760,1,0,13
PA-504,M-1970-20,T-56,P-49357,1,0,20
PA-505,M-1970-20,T-56,P-96893,0,1,17
PA-506,M-1970-20,T-56,P-51451,0,1,22
PA-507,M-1970-21,T-46,P-66980,1,0,1
PA-508,M-1970-21,T-46,P-64553,1,0,3
PA-509,M-1970-21,T-46,P-42664,1,0,5
PA-510,M-1970-21,T-46,P-96873,1,0,8
PA-511,M-1970-21,T-46,P-91914,1,0,11
PA-512,M-1970-21,T-46,P-96177,1,0,13
PA-513,M-1970-21,T-46,P-38555,1,0,14
PA-514,M-1970-21,T-46,P-85808,1,0,15
PA-515,M-1970-21,T-46,P-13602,1,0,17
PA-516,M-1970-21,T-46,P-07812,1,0,19
PA-517,M-1970-21,T-46,P-48001,1,0,21
